	Tweet	Valence score
161	blues junior looking forward play soon possible guitar guitarrist music	0.16699999999999998
162	learning use twitter lost	0.354
163	sadness resentment past sadness fear future try live mhchat	0.49200000000000005
164	jazz blues roots rest fruits	0.25
165	actually always idealize end relationships pessimist	0.6459999999999999
166	getting excited play main stage sunday oct jazzholiday riesbrothers rock blues jam	0.125
167	damn gud premiere lethalweapon funny	0.22899999999999998
168	really enjoyed episodes bit gloomy day today feel sense inspiration listening	0.479
169	start season open show show dark hell get empire	0.20800000000000002
170	room rather dreary endure must	0.708
171	give pout firm	0.508
172	drunk hid keys well sober find anywhere	0.25
173	give yo afam son advice today polite no sudden movements keep hands see sadness	0.667
174	find sadness graham lyrics	0.542
175	not great start good comeback boys earn point bring saturday blues	0.354
176	gloomy day im cuddled bed watching brendon covering songs couldnt relaxed happy	0.24
177	come funeral tomorrow mourn death gpa	0.833
178	weak amp despair mighty god near give us strength amp joy amp hope amp calm inner fear faith amp trust	0.41700000000000004
179	serious dm tell	0.396
180	henderson showing times hard leaves goes missing aflcatsswans seenitbefore lions blues	0.396
181	tgif hope everyone needs find recovery friends stay sober weekend	0.271
182	wonder would happen father weary	0.625
183	kali kitten asked frown curling fair skinned forehead showed scar cat	0.41700000000000004
184	doesnt anyone else literally pulled office cause someone complained spit sink yesterday	0.457
185	made laugh quote sort rueful way	0.375
186	negative campaign doom gloom win elections	0.521
187	providing customers equipment deliver speeds internet services charging scam	0.625
188	never fond dark eyes seeing share	0.375
189	dylon felt dejected dejected aunt	0.562
190	know everyone pretending sad angelina brad everyone knows dumb ass stayed jennifer	0.354
191	rather laugh rarest genius beautiful alliance kept sadness melancholy	0.688
192	darkest nights bright solemn faces lights smile believe	0.22899999999999998
193	bro pine green forget nots mediumpurple pickering not lit	0.33299999999999996
194	love happiness sadness feelings dependent another person	0.33299999999999996
195	heart heavy lost furry family members remembering max ozzie forever friends 🐶😇	0.75
196	dreams dashed divided like million stars night sky	0.688
197	lmao awe	0.292
198	someone explain female human beings depressing	0.812
199	great programme tonight sad upsetting extremeworld	0.6459999999999999
200	god full shilling seriously need major rethink no lab gove lifetime	0.41700000000000004
201	need attention pout	0.41700000000000004
202	migraine hangover day stood dishes exhausted gad depression amp chronic pain anxiety pain	0.812
203	saw shirt phrase mind dangerous place would like buy italy sell sadness	0.542
204	although best semester far also depressing constantly reminded not meant greatness	0.7290000000000001
205	gutted dropped one earrings sink school	0.667
206	remember journey unique get discouraged comparing journey someone else get	0.25
207	stop make laugh sad	0.708
208	feeling worthless always depression	0.958
209	listening work slice sunshine dreary cube world tolife	0.479
210	love ex united managers twitter form fanbase honestly despair times back fucking team eh mufc	0.667
211	brb going sulk bed friday	0.6459999999999999
212	always depressing sort wordpress plugin recommendations not best least offensive terms premium features	0.562
213	ahead polls amp trumps dismal performance upcoming debate easy win hillary	0.174
214	pretty depressing hit pan ur favourite highlighter	0.6459999999999999
215	swear not go mourn because😭😭💔💔	0.667
216	whatever sam holding tee looks like got droop	0.25
217	die depression	0.7290000000000001
218	think sadness felt strongly physically mentally feels like takes hard focus work mhchat	0.667
219	ring ring depression	0.833
220	holiday blues wanttogobacktominehead	0.6609999999999999
221	lost wallet found lost found ncollege brazy	0.125
222	last week cn gonna sad leave also first planned break since going animation	0.43799999999999994
223	god full shilling seriously need major rethink no lab gove lifetime sad	0.75
224	september still battling situation said handled march year unacceptable unhappy	0.833
225	ha yes look despair	0.479
226	ill say black man id afraid leave house moving violation terrancecrutcher truth sad	0.7290000000000001
227	feel like burden every day waste know get bc get discouraged wanna lay around	0.8959999999999999
228	pay good money watch someone slap pout candice	0.41700000000000004
229	act anxiety amp depression group beginning mon october weeks contact register mindfulness halifax	0.562
230	listening old school house music kentphonic sunday showers hanging around sing back blues	0.375
231	bows moment rather sulk going opinion guys studying oligodendroglioma ✌️ amp ❤️ amp	0.312
232	always unhappy easily offended	0.604
233	mine pass know inconsolable amp devastated	0.862
234	hmm may point thought twitter got dull lamination	0.542
235	eat way sobriety hell journey back sober	0.625
236	depression sucks depression	0.958
237	care shape blues nwe owe fucking hiding nlong overdue front	0.354
238	yeah want become obese afford think serious haha	0.20800000000000002
239	far safe staid found horribly ott times everyone seemed trying little hard not	0.479
240	golden brown hues met baby blues arms crossed breasts gulking let guess	0.20800000000000002
241	people leave toilets fucking grim states	0.42
242	want perfect boring dull	0.36
243	well done bro😏 blues stategames captain shootthegerman	0.22899999999999998
244	today kudos jaime garcia fine outing encouraging last week judo jaime garcia dismal outing discouraging	0.542
245	might serious number sounds better wild card race	0.20800000000000002
246	amateurs sit wait inspiration rest us get go work stephen king authors serious writingtip	0.271
247	aww rest weary head	0.396
248	contention hosting nation camden empty	0.375
249	life went happy unhappy	0.812
250	hello dear friends back online friday night miss sober sobriety recovery	0.41700000000000004
251	evening though way lit finish properly without causing serious mischief	0.396
252	poor service tonight find season ticket holders seats purchased online forced move away unhappy	0.667
253	always say best time life closed store depressing	0.7290000000000001
254	many tweets fast going god love sober intelligent	0.312
255	elliot friedman please stop talking clueless seen ball since kickoff mope	0.606
256	sister canadian player something shady jonathan toews frowning know worldcupofhockey	0.40399999999999997
257	solemn thing no small scandal kingdom see god’s children starving seated father’s table aw tozer	0.375
258	remembering day still nt know kpop thinking sad life without kpop fan	0.521
259	second pair scales bought stopped working battery change issue aware unhappy	0.604
260	new wave techno jazz blues depending mood	0.271
261	lmao awe sad	0.521
262	not written african american nno refuge could save hireling slave nfrom terror flight gloom grave	0.583
263	come let whatever dismal	0.583
264	serious problems expectation private philanthropy replace functional government services dangerous	0.396
265	pretty love sky background purple highlights dull colors great	0.08800000000000001
266	lol yeah read stayed nap tilli collect people think got 😂😂	0.396
267	going sulk week ourgirl back best	0.43799999999999994
268	musician tell people get discouraged learning shitty instruments anything else	0.675
269	saw someone discourage someone following dreams want live mediocrity mean someone else	0.479
270	trying think positive not let situation discourage ✨✨	0.44
271	no one wants win wild card play cubs road sadness	0.767
272	♪old fish discourage	0.6559999999999999
273	new song mega reminds blues	0.146
274	came work no reason 😩🔫 ni could stayed bed	0.833
275	good cuz trump fucken azi king havnt sunk low since set mike tyson pathetic dons	0.479
276	engine runs fuel called whining nu jst hv observant nhar din rona dhona amp complain nhappy news makes unhappy	0.479
277	lose somebody close heart lose well	0.708
278	savemoney savelifes openbar weddingreception close hours early forcing guests sober driving	0.33299999999999996
279	gonna loong year browns fan longer normal	0.375
280	eating egg grim eating material embodiment fart unborn chick	0.563
281	snaps insta pics see friends made cali unbelievably depressing cause no place rather	0.7290000000000001
282	panic attacks worst feeling really sick still shaking sleep anxiety depression	0.917
283	buddha possess enough power deliver affliction	0.542
284	friends tell pretty trigger tells ugly first confused realised pretty ugly tru sad tumblr	0.64
285	go back weeks start seriously dreadful	0.667
286	two brians amp also known nigella lawsons blues amp pizza	0.114
287	involuntarily smile frown photos giggle annoying	0.263
288	doom gloom scored open play conceded two time progress means draw saturday	0.375
289	soldiers war zones held higher level rules engagement police officers sad	0.7290000000000001
290	bowl new food processor broke sadness	0.583
291	ak leave spine frown	0.521
292	thought sunk teeth something meant sooked	0.45799999999999996
293	know much ur mind find cleaning stove kitchen almost pensive	0.542
294	pax enjoyed gloom	0.312
295	love girls busy teaching pout taking selfie mall desication immense women love perfection	0.125
296	good one reporter quit	0.312
297	ill say black man id afraid leave house moving violation terrancecrutcher truth	0.542
298	stayed home	0.45799999999999996
299	despair underneath every action neach every attempt pierce armour numbness mgla	0.583
300	nephew sees frown face tells beautiful 😢💞😩	0.542
301	night depression winning depression fml help	0.8959999999999999
302	not sad white sox playing record	0.43799999999999994
303	grave beat bravehearted cave lover cage lover sage lover made soup twisted spoony melancholy spikes spices	0.375
304	remo williams ever actually save anyone sulk around killing random undesirables	0.396
305	always insensitive whenever grieve idgi	0.583
306	filled report baitswitch lets go get fines levied badbusiness honoryourdeal unhappy	0.542
307	lament nsaddened heart nso far amp nyet near nthe years ntough amp scarred nthis lonesome nroad nstill feared depression poetry poem	0.812
308	sadly best days behind	0.583
309	prepared not far know dull reply still survivors members like said	0.33299999999999996
310	jeezus god dark	0.46
311	lost xt nova around hole sadness	0.708
312	decoded blues not one getting blues	0.33299999999999996
313	become verb gonna villaseñor old contacts need anymore sadness waitingforexplanation	0.542
314	ffs clan seriously never disheartened	0.812
315	foggy dark morning filter time lighting purposes	0.45799999999999996
316	bad news fam life still hard awful depression anxiety atleastihavebuffy	0.812
317	haha well today get beyond pout annoying afraid	0.562
318	hard folks realize deep hatred dive murky end pool guy nuts	0.625
319	uplift still discouraged means listening wrong voices amp looking wrong source look lord	0.33299999999999996
320	no obviously friends clouded judgement	0.5
321	already plotting next steps get cut minivan tomorrow drop line preschoolpolitics momthings serious	0.41700000000000004
322	pessimism want get another week rest healing	0.41700000000000004
323	tore mlc playing football hs knees serious business take care lemme know need anything	0.292
324	year ends probably get master flu games true blues space jams	0.20800000000000002
325	feel strongly need work together right dreadful wrong	0.415
326	hi dom saw notts county away looking mufc away ticket pay	0.312
327	soul weary fighting battles world blackinamerica wearenotsafe	0.7709999999999999
328	country going go crap no matter wins november isnt learn despondent future	0.611
329	wow really sadden terrible	0.875
330	weather changed sunny bright gloomy time match afternoon mood	0.75
331	know much bloody pout take	0.66
332	fibromyalgia really bad lately not good mental state feel overwhelmed anxiety bipolar depression	0.946
333	agree current ultra left democratic party lost lot members including switched repub	0.33299999999999996
334	concorde lounge terminal jfk saddened say service far dismal expect reply	0.542
335	moving clips youtube tonight vigil held tulsa metropolitan baptist church terencecruther justice anger sadness	0.604
336	fret another game staytuned	0.25
337	droop saw naked wrestling asked get hole one jaymohrsports	0.312
338	man city kit dreadful	0.522
339	people going realize riots perpetuating hate saying going boycott city lost	0.5
340	providing customers equipment deliver speeds internet services charging unhappy scam	0.688
341	come come arms not going anywhere tony swear steve told quiet solemn	0.5
342	come serious situation glad gave deep thought	0.375
343	first weekend fall let see stay disciplined seasons goals fitness running sober mindset firstfriday family	0.33299999999999996
344	no clue charger lost	0.604
345	retired minutes ago blues	0.28
346	wait hours call back cancel order placed already spending hours phone sad	0.6459999999999999
347	sadly mistaken think make tweet isolated comment random twitter user	0.469
348	thanks replying ironing shirt😂 love meet get autograph sadly young travel	0.41700000000000004
349	lost geelong football team nlast seen entering banner not sure since unhappy playwithsomeheart	0.604
350	pessimist someone opportunity knocks complains noise mikeshumor	0.188
351	sorry loss no one ever give shit taking time mourn no matter long takes	0.688
352	old though imachildofgod whatistwerking sober married bye	0.45799999999999996
353	depressing part ill taste goes	0.8540000000000001
354	sleep cooties ni close eyes dream awake weary sleepissues narcolepsy	0.688
355	encouragement today dog head fog epicfail feelingfedup tired ihaveheardeverything wondering	0.6459999999999999
356	disheartened get cards wanted not end world eh want cheer	0.43799999999999994
357	headed mdw layover slc got food wrong move bailed food amp barely made wannagetaway contest	0.43799999999999994
358	grim fuck going dame fucking clowns takeing gameing channel way nj would delete	0.479
359	err wasnt gloomy mio people not gloomy remain brexit	0.45799999999999996
360	left protected long lost reasoning power	0.312
361	ffs dreadful defending	0.5
362	know final day summer finale sadness	0.737
363	mine forlorn	0.688
364	burst crying alone realize no one truly knows unhappy really want anyone know	0.812
365	wow denver housing market depressing no places buy range fml	0.7290000000000001
366	officially said episodes left future despair delayed	0.43799999999999994
367	pm sulk tub listening lana	0.542
368	prayers family friends amp members mourn loss engineer ryan osler lodd rip	0.7709999999999999
369	jest kara chuckle instead baby blues narrowed adam like warning brain	0.5
370	stayed night long nmade drinks strong nfeeling ten feet tall nropes swinging water nin middle night	0.2
371	many gloomy days	0.792
372	take serious unless use emojis	0.271
373	absurd could laugh right also feel like crying future country despair wakeupcall	0.625
374	heartbeat forever stumbling memories things past longing loss shape form sadness	0.8959999999999999
375	never dull moment talking nell 😂😂😋	0.146
376	story life lost	0.688
377	cheer luv face alot prettier not frowning lt	0.292
378	wish appreciated turn taken care want break tired	0.7709999999999999
379	start songs blue neighborhood wild fools talk 😭😭for wesper nalso good serious kaz inej feelz	0.375
380	synth backing tracks sadness depresspop dark alt fuckingmeup	0.708
381	indeed amp sadness unavoidable mhchat	0.688
382	sorry missed stayed late working pondering life	0.542
383	going home depressing	0.8959999999999999
384	yes right mean wish discouraged see mikeandmolly many parallels really	0.271
385	nobody wants grouch dont move sd want rapper serious	0.375
386	sent pitch brand close tabs relevant instantly thats kind detachment create serious	0.562
387	underground waterloo not nice place thursday somanypeople grim	0.688
388	threw sedate damn horse tranquilizer	0.354
389	everything far away time short no rest weary	0.521
390	hate see frown rather see smiling 💕✨	0.16699999999999998
391	serious need nap	0.354
392	comfortable dove house home years home amp grateful dove indy sober	0.239
393	anyone noticed stories recent days paint positive accomplishments trump challenges hillary surprised sad	0.5
394	unmatched party specialist co serious job titles	0.20800000000000002
395	wanna pop pills sedate wake tomorrow	0.7290000000000001
396	thanks mucho kate💕 sober	0.20800000000000002
397	nahh thats grim	0.43799999999999994
398	losing games worst end feeling mixture anger sadness shame anxiety lasts days	0.8540000000000001
399	love word fret much im heaven	0.292
400	sad people sick boring 😬😬	0.708
401	done piano blues playing smooth talking ass nextt	0.381
402	penny dreadful season	0.354
403	news legs hurt running kinmins dreadful flatfeet	0.562
404	yall hyped abt girl getting hang jb clearly looks unhappy bored pics no offense lol plus hates yall	0.583
405	yesterday finished watching penny dreadful beautiful things saw one question remains writers fans	0.312
406	chalk dance notation entree manchester inasmuch corinthian products discourage drag branding arwuevfqv	0.188
407	amp like unhappy leave cheat someone amp view love amp shit	0.5
408	probs spent grand total five minutes sober since sunday evening freshers	0.45799999999999996
409	rooney needs come absolutely dreadful 🙈🙈 class goal showing team	0.5
410	gonna loong year browns fan longer normal sad	0.604
411	know try not fret sweet little pupper	0.33299999999999996
412	not grow weary good treadlines better deadlines cgi	0.375
413	lestweforget yrs graduate trainee recruitment not concluded disappointed weary however wewait	0.6459999999999999
414	carry wayward son peace done lay weary head rest cry no	0.5
415	actually understand plumbers etc wire would get way sink	0.22899999999999998
416	dull	0.521
417	autumnalequinox nights drawing great time look putting new lights dark showroom news wirral	0.271
418	go help cause net recovery sober addiction	0.396
419	sometimes support network causing damage support damaged alone tired hurt nojustice surivivor nomore	0.67
420	get discouraged maybe prayers divine intervention help would help	0.43799999999999994
421	back cardiff amazing days away depressing	0.7290000000000001
422	rooneys fucking untouchable fucking dreadful depay looked decent ish tonight	0.479
423	lool understand pessimism	0.41700000000000004
424	applications dbs still waiting year going loose job 👍🏿 thanks unhappy crb	0.792
425	wonder wolfcreek tv show sponsored anti tourist board australia discourage visitors stayathome dontvisit	0.396
426	high school remember helping neighbors clean back home greenville pretty sobering stuff sadness	0.688
427	know ion play shit bout weary brother	0.583
428	man pessimist knows much optimist knows little mark twain	0.41700000000000004
429	fuck mum want put corn curry grim	0.667
430	trying make betterworld depressing failure	0.812
431	always borrow money pessimist expect back	0.354
432	true depression fans get one 😂😂	0.562
433	pessimist sees difficulty every opportunity optimist sees opportunity every difficulty sir winston churchill	0.396
434	weeks full mondays end	0.688
435	currently unfollowing anything relating disneyworld florida holidayblues depressing wantogoback 😭💔	0.75
436	know whether despair agitate cull	0.688
437	marcos rojo plays man united let sink	0.41700000000000004
438	nature looks lot greener gloomy dayz	0.562
439	baal dashed forward boosted forward power flight sword pointed void meant stop short	0.375
440	really need pout time getting nerves gbbo	0.5529999999999999
441	dream show cisco pdf melancholy ahid	0.262
442	slugging vitamin pills handful like amp ms eternal winter end melbourne grim overit	0.675
443	terencecutcher tulsa man onthe helicopter said looks like bad dude problem see black see bad	0.521
444	im real life conundrum cuz cant find good spot mini hoop really starting depress	0.542
445	mad brother sad feel better bub	0.583
446	look average players play min pine nani rafael rvp	0.22899999999999998
447	name change uncle remus lewis foh theydontlikeyoueither lost unwoke	0.5
448	take numbers madden low dropped people unhappy	0.604
449	ew omg grim	0.688
450	huh perhaps dreary get along well	0.542
451	no dark side moon fact dark ngerry driscoll end dark side moon	0.22899999999999998
452	car dented hail sad	0.688
453	stayed hotel packed picnic lunches take road bettertogether	0.271
454	drinkin red wine amp listening fred mcdowell playing blues not play no rocknroll fantastic noise justsaying	0.292
455	yeah mourn glad rode last time visited	0.33299999999999996
456	yes picking sticks pine cones front yard	0.16699999999999998
457	know much hurts see best friend sad	0.72
458	next despair hope shines even brighter get matt	0.375
459	like loon attic luckily quickly sunk wrong pronunciation still stop saying stuck	0.375
460	lol day gloomy people canceled stayed bed	0.6459999999999999
461	dad would feel knowing daughter getting dashed around whines rave😭	0.583
462	think learning classical ancient japanese might help get permanently depression sometimes suffer sudden	0.708
463	feminists ask unhappy lack love lives fighting losing game	0.45799999999999996
464	forgot hair straightner home feeling lost without lost lostwithoutmyhairstraightener	0.688
465	no quite sure craig gordon stayed park	0.33299999999999996
466	truly feel like science ability make milk anything cashew milk hemp milk pine nut milk dandelion milk	0.271
467	higginbotham flippant dismissal worries around carrick lack pace dismal nimble midfielders carrick exposed	0.41700000000000004
468	mary berry mel sue gone principles gone fame fortune gbbo depressing	0.75
469	much sadness heartbreak	0.75
470	maybe asked study hard get job like way dreadful	0.45799999999999996
471	tim burton never fails depress	0.562
472	dark	0.43799999999999994
473	teens sons left car get haircuts praying storm make home safely terencecrutcher	0.45799999999999996
474	folk band thistle replaced paul edwards quartet laurel bank park sat pm due ill health jazz blues	0.41700000000000004
475	historically japanese always jazz blues dark age jazz big names like amp surviving tokyo	0.375
476	find lost stay passerby get lost musings melancholy	0.68
477	donating trump puts damper exciting season really bad look ricketts family	0.43799999999999994
478	congratulations top home owning tip try not look mortgage balance often slowness depress	0.562
479	aired radio filmed lots fans pond wales lost	0.354
480	confident never experience successes last yrs best hope another bournemouth	0.45799999999999996
481	bantz absolutely top notch inconsolable realised	0.616
482	floofel wonder mother knows dark humor needs realize much butt apple pastels cats cutie pie	0.375
483	pine colada starburst nasty	0.36200000000000004
484	lines quit take place ultimate strength start feel weary 💪🏾	0.479
485	le depressed hate xdddd sad depress loner emo	0.9790000000000001
486	days sober wanna ruin	0.33299999999999996
487	already plotting next steps get cut minivan tomorrow drop line preschoolpolitics momthings	0.312
488	awareness time awareness time lost awareness time lost	0.604
489	grim night getthefirelit	0.667
490	rejoice birth grieve funeral not person involved mark twain	0.354
491	david gilmour biggest compliment king asked gig born mississippi pinkfloyd theblues davidgilmour blues	0.233
492	😂😂 sure half stars get together break affairs let porn vids slip fight ect etc ratings sad	0.45799999999999996
493	beats accurately powerful respect high quality high frequency speaker extra desolate relating fire ea	0.271
494	three depress	0.792
495	thought disgusting man sink lower like hillary depravity character no bottom	0.667
496	reaching hope contact technical issues cs severely lacking badkarma unhappy	0.5429999999999999
497	tvgirl like really pretty melancholic life hate	0.7290000000000001
498	april th keep good work sober prouder	0.20800000000000002
499	also amazon prime would like help girl lol serious	0.16699999999999998
500	broken hearted lovers cry away gloom	0.708
