	Tweet	Valence score
61	linc sink	0
62	honestly know unhappy time want stop itnevergoes	3
63	nooooo poor blue bell not sad	3
64	contention hosting nation camden empty sad	2
65	not made world empath unhappy	3
66	im kind confused one thing right great future hand new thing needhelp	1
67	health insurance cover tms let know cover ect mentalhealth psychology tms ect	1
68	paddy mcnair joint top scorer yeah justlet sink haha	0
69	wobble carry sink	0
70	sad evening clearing harvey cage belongings final goodbye little man depressing	3
71	“the immense importance football sometimes scary don’t win responsible many unhappy people arsene wenger	0
72	right may sufc fan football maybe shit marcos rojo mufc shocking start dreadful	2
73	yeah agree think family member covered	0
74	heart actually sunk looooool confused	2
75	depressing seeing whole fam packing go holiday tomorrow staying	3
76	find patronus website work even see questions sadness	3
77	hey man asian nah man im hispan nah high hell random crackhead wal mart parking lot cmon sober	0
78	got teampaella presents way fi think arrive saturday sadly	2
79	ears soul goodmusic melancholy	0
80	yep amp stayed pjs day lol	0
81	guess must really expensive whole family stayed poland really miss	2
82	ever stayed hostels overseas frame reference movie hostel know went	0
83	write drunk edit sober nforget save wake hungover amwriting sober	0
84	exact minus beer sadly	2
85	tears inappropriate day holy lord not grieve joy lord strength nehemiah niv joy	0
86	yea lol catchy fret	0
87	rooney whipping boy mufc	0
88	complained head called not despair god mercy sins go back ask forgiveness	1
89	mind dark room ndeveloping madness ♨😘	2
90	band members wanted contact newcastlegateshead sunderland musicians musicbusiness musicislife music musically band blues folk	0
91	overwhelming sadness shall pass lonley startingover	3
92	nhearing noises akame opened eyes sat facing juvia expect see someone around staid	0
93	never let sadness past ruin future	0
94	used pawn red woman game try not fret act nothing amiss royal	0
95	whisper cannot frown	0
96	people much negativity filled inside im always happy gloomy world someone like exists namjoon	1
97	go away please begging »»» depression anxiety worry fear sadness ndreams joy baby found sits andisbench	3
98	not discouraged slowing sales market test business model pinpoint strengths weaknesses	0
99	difference someone selfies happy vs unhappy absolutely amazing	0
100	living depression mean must defeated nevery day new day yesterday decide today looks like	1
101	even pencil✏ never stayed end	2
102	many yeah thing going cops shooting innocent people sad not backyard sad blm	3
103	blend waters lie nthere shrines free melancholy waters lie nno rays dull tide vine	1
104	look unhappy nngh got email notif thank	1
105	glad tv coverage successful attendance looked pretty dismal	1
106	ok yes get much next guy bikes blues amp bbq frustrating amp loud ppl traveling come	0
107	work no play makes jack dull boy	1
108	dirty self loathing attitude mope talking	3
109	today visited dreams even though physically gone still mourn	3
110	trying take lost broken make right	2
111	mhchat childhood experiences inform adult relationships associative memories not question ability process sadness	2
112	es serious	0
113	pay responsible doings sober real blind	0
114	going make life mission discourage anyone using rob blind	2
115	media celebrated king endorsing obama criticize endorsing trump wants new civil rights era sad	2
116	blues riding cab home belly much bigger rest body couldnt preggy lose day	2
117	tonight fulford arms york ntomorrow bank top tavern oldham nnext saturday big hands manchester livemusic punk blues rockandroll	0
118	not grow weary good lasting legacy cgi thankfulmoment	0
119	not yet sunk yet rest	2
120	serious chinks india’s armour protein malnutrition feedingindia skillingindia cognitive deficit	0
121	got hacked gaming channel grim evil wood clowns yesterday september september today	0
122	rather forlorn scanning witches house resting back elphie grimmerie gone	1
123	love something let go comes back never sadness accepting	3
124	need advice get rut needmotivation	3
125	uplift still discouraged means ur listening wrong voices amp looking wrong source look lord	0
126	rather someone could help concern clouded green eyes not seen girl alone woods	1
127	dude fukc lost spectacles morning	1
128	kinda wanna book vacation go anyone wanna tag along adventure serious	0
129	seeing something hurt much past front not single sign grieve magicalllll	0
130	fucking sad person love try fighting happiness anything	3
131	new lock sound grim	2
132	ni like thinking sadly no shed	2
133	candace amp pout getting right tits gbbo	0
134	even grieve one black body another one pops due pig brutality	3
135	try fail try still fail confused lost	3
136	noel edmonds reckons cat talking stressed uncertainty gbbo future plot lost	1
137	dropped phone sink earlier no sound everythin else works prepared life without music put earphones	1
138	thief liberal mope investigated financial services board theft govt retirement funds thief	2
139	contained depression new economic engine sustainability say joel vergecon newgrandstrategy	2
140	awake seriously bad throat 😩😩😩😩😷🤒 glands feel huuuuuuuge uni soon grim	3
141	season charlie still prick lost	0
142	rather die alone end somebody sober	2
143	practically obsessed thought departure makes feel melancholic grateful safe journey	0
144	go follow juspopmolly snapchat hoe sitting sink right	0
145	teens sons left car get haircuts praying storm make home safely sad terencecrutcher	2
146	always borrow money pessimist expect paid back	0
147	sadly not smutty	2
148	sadly not	2
149	help someone depression believe trust therapists	2
150	howland cultural center beaconny vickie raabin amp chris raabe blues soul pm	0
151	course not sink studs knee like forrester	0
152	transparency openness dull sell fans group want verbs like buying defending building securing	0
153	sat sat room cloved watchin manchester unide norffampton fink still goal fret iced level	0
154	seeing old coworker wife mourn loss year old daughter one saddest things ever seen	3
155	gloomy weather puts best mood	0
156	tis dreary day today nfriend teenager not shakespeare reincarnation nim dumbass lol	1
157	always little bit weary speaking want hijack convo lgbt person seen	1
158	baaarissshhhhh sad song prefect night feeling alone	3
159	tones favourite chris pine stans love tones anything mt sweet summer child attack anyone hurts	0
160	gotta say put whoever support people decisions not discourage	0
161	blues junior looking forward play soon possible guitar guitarrist music	0
162	learning use twitter lost	0
163	sadness resentment past sadness fear future try live mhchat	1
164	jazz blues roots rest fruits	0
165	actually always idealize end relationships pessimist	2
166	getting excited play main stage sunday oct jazzholiday riesbrothers rock blues jam	0
167	damn gud premiere lethalweapon funny	0
168	really enjoyed episodes bit gloomy day today feel sense inspiration listening	1
169	start season open show show dark hell get empire	0
170	room rather dreary endure must	3
171	give pout firm	1
172	drunk hid keys well sober find anywhere	0
173	give yo afam son advice today polite no sudden movements keep hands see sadness	2
174	find sadness graham lyrics	2
175	not great start good comeback boys earn point bring saturday blues	0
176	gloomy day im cuddled bed watching brendon covering songs couldnt relaxed happy	0
177	come funeral tomorrow mourn death gpa	3
178	weak amp despair mighty god near give us strength amp joy amp hope amp calm inner fear faith amp trust	0
179	serious dm tell	0
180	henderson showing times hard leaves goes missing aflcatsswans seenitbefore lions blues	0
181	tgif hope everyone needs find recovery friends stay sober weekend	0
182	wonder would happen father weary	2
183	kali kitten asked frown curling fair skinned forehead showed scar cat	0
184	doesnt anyone else literally pulled office cause someone complained spit sink yesterday	1
185	made laugh quote sort rueful way	0
186	negative campaign doom gloom win elections	1
187	providing customers equipment deliver speeds internet services charging scam	2
188	never fond dark eyes seeing share	0
189	dylon felt dejected dejected aunt	2
190	know everyone pretending sad angelina brad everyone knows dumb ass stayed jennifer	0
191	rather laugh rarest genius beautiful alliance kept sadness melancholy	3
192	darkest nights bright solemn faces lights smile believe	0
193	bro pine green forget nots mediumpurple pickering not lit	0
194	love happiness sadness feelings dependent another person	0
195	heart heavy lost furry family members remembering max ozzie forever friends 🐶😇	3
196	dreams dashed divided like million stars night sky	3
197	lmao awe	0
198	someone explain female human beings depressing	3
199	great programme tonight sad upsetting extremeworld	2
200	god full shilling seriously need major rethink no lab gove lifetime	0
201	need attention pout	0
202	migraine hangover day stood dishes exhausted gad depression amp chronic pain anxiety pain	3
203	saw shirt phrase mind dangerous place would like buy italy sell sadness	2
204	although best semester far also depressing constantly reminded not meant greatness	3
205	gutted dropped one earrings sink school	2
206	remember journey unique get discouraged comparing journey someone else get	0
207	stop make laugh sad	3
208	feeling worthless always depression	3
209	listening work slice sunshine dreary cube world tolife	1
210	love ex united managers twitter form fanbase honestly despair times back fucking team eh mufc	2
211	brb going sulk bed friday	2
212	always depressing sort wordpress plugin recommendations not best least offensive terms premium features	2
213	ahead polls amp trumps dismal performance upcoming debate easy win hillary	0
214	pretty depressing hit pan ur favourite highlighter	2
215	swear not go mourn because😭😭💔💔	2
216	whatever sam holding tee looks like got droop	0
217	die depression	3
218	think sadness felt strongly physically mentally feels like takes hard focus work mhchat	2
219	ring ring depression	3
220	holiday blues wanttogobacktominehead	2
221	lost wallet found lost found ncollege brazy	0
222	last week cn gonna sad leave also first planned break since going animation	1
223	god full shilling seriously need major rethink no lab gove lifetime sad	3
224	september still battling situation said handled march year unacceptable unhappy	3
225	ha yes look despair	1
226	ill say black man id afraid leave house moving violation terrancecrutcher truth sad	3
227	feel like burden every day waste know get bc get discouraged wanna lay around	3
228	pay good money watch someone slap pout candice	0
229	act anxiety amp depression group beginning mon october weeks contact register mindfulness halifax	2
230	listening old school house music kentphonic sunday showers hanging around sing back blues	0
231	bows moment rather sulk going opinion guys studying oligodendroglioma ✌️ amp ❤️ amp	0
232	always unhappy easily offended	2
233	mine pass know inconsolable amp devastated	3
234	hmmmm may point thought twitter got dull lamination	2
235	eat way sobriety hell journey back sober	2
236	depression sucks depression	3
237	care shape blues nwe owe fucking hiding nlong overdue front	0
238	yeah want become obese afford think serious haha	0
239	far safe staid found horribly ott times everyone seemed trying little hard not	1
240	golden brown hues met baby blues arms crossed breasts gulking let guess	0
241	people leave toilets fucking grim states	1
242	want perfect boring dull	0
243	well done bro😏 blues stategames captain shootthegerman	0
244	today kudos jaime garcia fine outing encouraging last week judo jaime garcia dismal outing discouraging	2
245	might serious number sounds better wild card race	0
246	amateurs sit wait inspiration rest us get go work stephen king authors serious writingtip	0
247	aww rest weary head	0
248	contention hosting nation camden empty	0
249	life went happy unhappy	3
250	hello dear friends back online friday night miss sober sobriety recovery	0
251	evening though way lit finish properly without causing serious mischief	0
252	poor service tonight find season ticket holders seats purchased online forced move away unhappy	2
253	always say best time life closed store depressing	3
254	many tweets fast going god love sober intelligent	0
255	elliot friedman please stop talking clueless seen ball since kickoff mope	2
256	sister canadian player something shady jonathan toews frowning know worldcupofhockey	0
257	solemn thing no small scandal kingdom see god’s children starving seated father’s table aw tozer	0
258	remembering day still nt know kpop thinking sad life without kpop fan	1
259	second pair scales bought stopped working battery change issue aware unhappy	2
260	new wave techno jazz blues depending mood	0
261	lmao awe sad	1
262	not written african american nno refuge could save hireling slave nfrom terror flight gloom grave	2
263	come let whatever dismal	2
264	serious problems expectation private philanthropy replace functional government services dangerous	0
265	pretty love sky background purple highlights dull colors great	0
266	lol yeah read stayed nap tilli collect people think got 😂😂	0
267	going sulk week ourgirl back best	1
268	musician tell people get discouraged learning shitty instruments anything else	2
269	saw someone discourage someone following dreams want live mediocrity mean someone else	1
270	trying think positive not let situation discourage ✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨	1
271	no one wants win wild card play cubs road sadness	3
272	♪old fish discourage	2
273	new song mega reminds blues	0
274	came work no reason 😩🔫 ni could stayed bed	3
275	good cuz trump fucken azi king havnt sunk low since set mike tyson pathetic dons	1
276	engine runs fuel called whining nu jst hv observant nhar din rona dhona amp complain nhappy news makes unhappy	1
277	lose somebody close heart lose well	3
278	savemoney savelifes openbar weddingreception close hours early forcing guests sober driving	0
279	gonna loooooong year browns fan longer normal	0
280	eating egg grim eating material embodiment fart unborn chick	2
281	snaps insta pics see friends made cali unbelievably depressing cause no place rather	3
282	panic attacks worst feeling really sick still shaking sleep anxiety depression	3
283	buddha possess enough power deliver affliction	2
284	friends tell pretty trigger tells ugly first confused realised pretty ugly tru sad tumblr	2
285	go back weeks start seriously dreadful	2
286	two brians amp also known nigella lawsons blues amp pizza	0
287	involuntarily smile frown photos giggle annoying	0
288	doom gloom scored open play conceded two time progress means draw saturday	0
289	soldiers war zones held higher level rules engagement police officers sad	3
290	bowl new food processor broke sadness	2
291	ak leave spine frown	1
292	thought sunk teeth something meant sooked	1
293	know much ur mind find cleaning stove kitchen almost pensive	2
294	pax enjoyed gloom	0
295	love girls busy teaching pout taking selfie mall desication immense women love perfection	0
296	good one reporter quit	0
297	ill say black man id afraid leave house moving violation terrancecrutcher truth	2
298	stayed home	1
299	despair underneath every action neach every attempt pierce armour numbness mgla	2
300	nephew sees frown face tells beautiful 😢💞😩	2
301	night depression winning depression fml help	3
302	not sad white sox playing record	1
303	grave beat bravehearted cave lover cage lover sage lover made soup twisted spoony melancholy spikes spices	0
304	remo williams ever actually save anyone sulk around killing random undesirables	0
305	always insensitive whenever grieve idgi	2
306	filled report baitswitch lets go get fines levied badbusiness honoryourdeal unhappy	2
307	lament nsaddened heart nso far amp nyet near nthe years ntough amp scarred nthis lonesome nroad nstill feared depression poetry poem	3
308	sadly best days behind	2
309	prepared not far know dull reply still survivors members like said	0
310	jeezus god dark	1
311	lost xt nova around hole sadness	3
312	decoded blues not one getting blues	0
313	become verb gonna villaseñor old contacts need anymore sadness waitingforexplanation	2
314	ffs clan seriously never disheartened	3
315	foggy dark morning filter time lighting purposes	1
316	bad news fam life still hard awful depression anxiety atleastihavebuffy	3
317	haha well today get beyond pout annoying afraid	2
318	hard folks realize deep hatred dive murky end pool guy nuts	2
319	uplift still discouraged means listening wrong voices amp looking wrong source look lord	0
320	no obviously friends clouded judgement	1
321	already plotting next steps get cut minivan tomorrow drop line preschoolpolitics momthings serious	0
322	pessimism want get another week rest healing	0
323	tore mlc playing football hs knees serious business take care lemme know need anything	0
324	year ends probably get master flu games true blues space jams	0
325	feel strongly need work together right dreadful wrong	0
326	hi dom saw notts county away looking mufc away ticket pay	0
327	soul weary fighting battles world blackinamerica wearenotsafe	3
328	country going go crap no matter wins november isnt learn despondent future	2
329	wow really sadden terrible	3
330	weather changed sunny bright gloomy time match afternoon mood	3
331	know much bloody pout take	2
332	fibromyalgia really bad lately not good mental state feel overwhelmed anxiety bipolar depression	3
333	agree current ultra left democratic party lost lot members including switched repub	0
334	concorde lounge terminal jfk saddened say service far dismal expect reply	2
335	moving clips youtube tonight vigil held tulsa metropolitan baptist church terencecruther justice anger sadness	2
336	fret another game staytuned	0
337	droop saw naked wrestling asked get hole one jaymohrsports	0
338	man city kit dreadful	2
339	people going realize riots perpetuating hate saying going boycott city lost	1
340	providing customers equipment deliver speeds internet services charging unhappy scam	3
341	come come arms not going anywhere tony swear steve told quiet solemn	1
342	come serious situation glad gave deep thought	0
343	first weekend fall let see stay disciplined seasons goals fitness running sober mindset firstfriday family	0
344	no clue charger lost	2
345	retired minutes ago blues	0
346	wait hours call back cancel order placed already spending hours phone sad	2
347	sadly mistaken think make tweet isolated comment random twitter user	1
348	thanks replying ironing shirt😂 love meet get autograph sadly young travel	0
349	lost geelong football team nlast seen entering banner not sure since unhappy playwithsomeheart	2
350	pessimist someone opportunity knocks complains noise mikeshumor	0
351	sorry loss no one ever give shit taking time mourn no matter long takes	3
352	old though imachildofgod whatistwerking sober married bye	1
353	depressing part ill taste goes	3
354	sleep cooties ni close eyes dream awake weary sleepissues narcolepsy	3
355	encouragement today dog head fog epicfail feelingfedup tired ihaveheardeverything wondering	2
356	disheartened get cards wanted not end world eh want cheer	1
357	headed mdw layover slc got food wrong move bailed food amp barely made wannagetaway contest	1
358	grim fuck going dame fucking clowns takeing gameing channel way nj would delete	1
359	err wasnt gloomy mio people not gloomy remain brexit	1
360	left protected long lost reasoning power	0
361	ffs dreadful defending	1
362	know final day summer finale sadness	3
363	mine forlorn	3
364	burst crying alone realize no one truly knows unhappy really want anyone know	3
365	wow denver housing market depressing no places buy range fml	3
366	officially said episodes left future despair delayed	1
367	pm sulk tub listening lana	2
368	prayers family friends amp members mourn loss engineer ryan osler lodd rip	3
369	jest kara chuckle instead baby blues narrowed adam like warning brain	1
370	stayed night long nmade drinks strong nfeeling ten feet tall nropes swinging water nin middle night	0
371	many gloomy days	3
372	take serious unless use emojis	0
373	absurd could laugh right also feel like crying future country despair wakeupcall	2
374	heartbeat forever stumbling memories things past longing loss shape form sadness	3
375	never dull moment talking nell 😂😂😂😂😋	0
376	story life lost	3
377	cheer luv face alot prettier not frowning lt	0
378	wish appreciated turn taken care want break tired	3
379	start songs blue neighborhood wild fools talk 😭😭for wesper nalso good serious kaz inej feelz	0
380	synth backing tracks sadness depresspop dark alt fuckingmeup	3
381	indeed amp sadness unavoidable mhchat	3
382	sorry missed stayed late working pondering life	2
383	going home depressing	3
384	yes right mean wish discouraged see mikeandmolly many parallels really	0
385	nobody wants grouch dont move sd want rapper serious	0
386	sent pitch brand close tabs relevant instantly thats kind detachment create serious	2
387	underground waterloo not nice place thursday somanypeople grim	3
388	threw sedate damn horse tranquilizer	0
389	everything far away time short no rest weary	1
390	hate see frown rather see smiling 💕✨	0
391	serious need nap	0
392	comfortable dove house home years home amp grateful dove indy sober	0
393	anyone noticed stories recent days paint positive accomplishments trump challenges hillary surprised sad	1
394	unmatched party specialist co serious job titles	0
395	wanna pop pills sedate wake tomorrow	3
396	thanks mucho kate💕 sober	0
397	nahh thats grim	1
398	losing games worst end feeling mixture anger sadness shame anxiety lasts days	3
399	love word fret much im heaven	0
400	sad people sick boring 😬😬😬	3
401	done piano blues playing smooth talking ass nexttt	0
402	penny dreadful season	0
403	news legs hurt running kinmins dreadful flatfeet	2
404	yall hyped abt girl getting hang jb clearly looks unhappy bored pics no offense lol plus hates yall	2
405	yesterday finished watching penny dreadful beautiful things saw one question remains writers fans	0
406	chalk dance notation entree manchester inasmuch corinthian products discourage drag branding arwuevfqv	0
407	amp like unhappy leave cheat someone amp view love amp shit	1
408	probs spent grand total five minutes sober since sunday evening freshers	1
409	rooney needs come absolutely dreadful 🙈🙈🙈 class goal showing team	1
410	gonna loooooong year browns fan longer normal sad	2
411	know try not fret sweet little pupper	0
412	not grow weary good treadlines better deadlines cgi	0
413	lestweforget yrs graduate trainee recruitment not concluded disappointed weary however wewait	2
414	carry wayward son peace done lay weary head rest cry no	1
415	actually understand plumbers etc wire would get way sink	0
416	dull	1
417	autumnalequinox nights drawing great time look putting new lights dark showroom news wirral	0
418	go help cause net recovery sober addiction	0
419	sometimes support network causing damage support damaged alone tired hurt nojustice surivivor nomore	2
420	get discouraged maybe prayers divine intervention help would help	1
421	back cardiff amazing days away depressing	3
422	rooneys fucking untouchable fucking dreadful depay looked decent ish tonight	1
423	loool understand pessimism	0
424	applications dbs still waiting year going loose job 👍🏿 thanks unhappy crb	3
425	wonder wolfcreek tv show sponsored anti tourist board australia discourage visitors stayathome dontvisit	0
426	high school remember helping neighbors clean back home greenville pretty sobering stuff sadness	3
427	know ion play shit bout weary brother	2
428	man pessimist knows much optimist knows little mark twain	0
429	fuck mum want put corn curry grim	2
430	trying make betterworld depressing failure	3
431	always borrow money pessimist expect back	0
432	true depression fans get one 😂😂	2
433	pessimist sees difficulty every opportunity optimist sees opportunity every difficulty sir winston churchill	0
434	weeks full mondays end	3
435	currently unfollowing anything relating disneyworld florida holidayblues depressing wantogoback 😭💔	3
436	know whether despair agitate cull	3
437	marcos rojo plays man united let sink	0
438	nature looks lot greener gloomy dayz	2
439	baal dashed forward boosted forward power flight sword pointed void meant stop short	0
440	really need pout time getting nerves gbbo	2
441	dream show cisco pdf melancholy ahid	0
442	slugging vitamin pills handful like amp ms eternal winter end melbourne grim overit	2
443	terencecutcher tulsa man onthe helicopter said looks like bad dude problem see black see bad	1
444	im real life conundrum cuz cant find good spot mini hoop really starting depress	2
445	mad brother sad feel better bub	2
446	look average players play min pine nani rafael rvp	0
447	name change uncle remus lewis foh theydontlikeyoueither lost unwoke	1
448	take numbers madden low dropped people unhappy	2
449	ew omg grim	3
450	huh perhaps dreary get along well	2
451	no dark side moon fact dark ngerry driscoll end dark side moon	0
452	car dented hail sad	3
453	stayed hotel packed picnic lunches take road bettertogether	0
454	drinkin red wine amp listening fred mcdowell playing blues not play no rocknroll fantastic noise justsaying	0
455	yeah mourn glad rode last time visited	0
456	yes picking sticks pine cones front yard	0
457	know much hurts see best friend sad	3
458	next despair hope shines even brighter get matt	0
459	like loon attic luckily quickly sunk wrong pronunciation still stop saying stuck	0
460	lol day gloomy people canceled stayed bed	2
461	dad would feel knowing daughter getting dashed around whines rave😭	2
462	think learning classical ancient japanese might help get permanently depression sometimes suffer sudden	3
463	feminists ask unhappy lack love lives fighting losing game	1
464	forgot hair straightner home feeling lost without lost lostwithoutmyhairstraightener	3
465	no quite sure craig gordon stayed park	0
466	truly feel like science ability make milk anything cashew milk hemp milk pine nut milk dandelion milk	0
467	higginbotham flippant dismissal worries around carrick lack pace dismal nimble midfielders carrick exposed	0
468	mary berry mel sue gone principles gone fame fortune gbbo depressing	3
469	much sadness heartbreak	3
470	maybe asked study hard get job like way dreadful	1
471	tim burton never fails depress	2
472	dark	1
473	teens sons left car get haircuts praying storm make home safely terencecrutcher	1
474	folk band thistle replaced paul edwards quartet laurel bank park sat pm due ill health jazz blues	0
475	historically japanese always jazz blues dark age jazz big names like amp surviving tokyo	0
476	find lost stay passerby get lost musings melancholy	2
477	donating trump puts damper exciting season really bad look ricketts family	1
478	congratulations top home owning tip try not look mortgage balance often slowness depress	2
479	aired radio filmed lots fans pond wales lost	0
480	confident never experience successes last yrs best hope another bournemouth	1
481	bantz absolutely top notch inconsolable realised	2
482	floofel wonder mother knows dark humor needs realize much butt apple pastels cats cutie pie	0
483	pine colada starburst nasty	0
484	lines quit take place ultimate strength start feel weary 💪🏾	1
485	le depressed hate xdddd sad depress loner emo	3
486	days sober wanna ruin	0
487	already plotting next steps get cut minivan tomorrow drop line preschoolpolitics momthings	0
488	awareness time awareness time lost awareness time lost	2
489	grim night getthefirelit	2
490	rejoice birth grieve funeral not person involved mark twain	0
491	david gilmour biggest compliment king asked gig born mississippi pinkfloyd theblues davidgilmour blues	0
492	😂😂😂 sure half stars get together break affairs let porn vids slip fight ect etc ratings sad	1
493	beats accurately powerful respect high quality high frequency speaker extra desolate relating fire ea	0
494	three depress	3
495	thought disgusting man sink lower like hillary depravity character no bottom	2
496	reaching hope contact technical issues cs severely lacking badkarma unhappy	2
497	tvgirl like really pretty melancholic life hate	3
498	april th keep good work sober prouder	0
499	also amazon prime would like help girl lol serious	0
500	broken hearted lovers cry away gloom	3
501	cold dark nights slowly creeping	2
502	meden frowning non existent face	1
503	watching lots tv conclusion whataloadoftat depressed afternoon tv	2
504	dreadful day work im gonna late class im covered paint work night shift	3
505	nephews cousins nowhere near bad guys could killed moment cop thought bc color	3
506	take jk fun relax get massage two chill eat cucumbers places frown	0
507	watch opens mexico week thank making discouraged	0
508	grieve someone legally person yet	2
509	social sharing dark amp web traffic comes darksocial liftsocial	1
510	dunno getting less spacious lovely autumnal melancholy present apocalypse	1
511	course happy hentai not sad gloomy one	0
512	mayor visits downtrodden part town brave pr stunt eleven	1
513	know slightly high state sober high af beautiful wish could feel like	0
514	sulk peace	3
515	god knows wanna go girl slept half ya mates grim	1
516	anybody know watch penny dreadful ☹️️	1
517	haha sorry dreadful puns need get cooped lately	2
518	roast risotto sage pine nuts	0
519	fuck yall hiring gop pr guy discourage cam speakinh mind heart racism	1
520	people protest adrenaline rush depressing	2
521	three agin pout	1
522	ux online appalling no clear save button not able use generic tld unhappy	3
523	no pull afew weeks ago sadly theres no game audio sound affects cause played phone tryed everything	1
524	yeah figured ornaments way wanted spektar desolate gear well thought right	0
525	shame world gloom day one almost though makes sense whole part hydra part	2
526	incredibly shocked disappointed customer service really making rethink flying future unhappy	3
527	fucking gutted disheartened amp pissed gone toughest resolute defences worst amp shambolic scfc stohul	3
528	kudos tc benching bruce helping team rides pine games win discussion mets	0
529	anybody needs drowning blues sea whiskey	3
530	hour played conceded less west ham northampton let sink	1
531	ball watching amp rojo header equally dreadful	2
532	fyi mourn celebrate shawty lo cause played music since	1
533	inconsolable oxford academics brussels ignore brexit vote tell uk leave eu ever wah	1
534	gloomy days high cuddles movies	0
535	wow almost mobile stores san diego note replacements sadness need get mine replaced	3
536	please bear not twitter savvy😝 real life facebook person help gain followers blog selfhelp depression	2
537	taking feelings kei unfairly lips form frown tries walk away	1
538	doe run opposite side depression	3
539	added paul walker xbox spends time dashboard humor funny	0
540	sometimes support network causing damage support damaged alone tired lost hurt nojustice depression surivivor nomore	3
541	get close dark inside 🌫🌊	1
542	frowning intensely watch plastic memories	1
543	another unhappy customer secreteyes	2
544	askaman not sound like serious issue cause siyahleka whole time fun	0
545	long mourn	2
546	making yearly transition excited hopeful college returner sick exhausted pessimist college	2
547	inconsolable gif context	1
548	species cf jr refugees skittles know likes snacks even frown talking eating humans lizardscum	1
549	idk start feeling depress sad lonely	3
550	one way ticket blues	1
551	found first episodes bojack incredibly funny got less funny stayed drama	0
552	szn gt gt gt szn gt gt gt szn warn let szn discourage	0
553	trump supporters not clue meaning words used like nevertrump	2
554	horrible puns day made shall return cage dark corner crying amp laughing hysterical	1
555	anyway car furious white men really funny story tell sober	0
556	bojack horseman saddest show ever written depression season	3
557	thanks playing crock pot going radio blog blues music indiemusic	0
558	weather got fucked like either sunny hot gloomy cold no	2
559	american idiot record turns twelve today changed preppy middle school heart desolate punk rock desert forever grateful	0
560	finished writing second book tonight somber sad youpromised havemercy author writer needpublisher beingedited workingonsidebook	1
561	watching lots tv conclusion whataloadoftat depressed afternoon tv grim	3
