	Tweet	Valence score
31	دايما الشب بكون هادي قدام الناس بكون رئيس العصابه صحابه 😜😛nبهجت الاباصيريnمرسي الزناتي	1
32	هالمساء فرحه سعاده بسمه عافيه يجعلها ربنا عني وعنكم تغيب	2
33	الشعور المتبادل قلبين بتحسه تحس حاجه مغطياك حضناك كده	1
34	عيد سعيد جميعا سنه وانتو طيبين يارب اتمني لكم عيد مليء بالافراح اللي تحبوهم مانع العيديات والشوكلاتات والمفاجات	2
35	يا صدقه اللي يقول الحب ربي حبك بليا سبب ربي بلاني ساره ناصر حب قطر السعوديه الكويت البحرين الامارات عمان سعاده فولو لايك	1
36	khaldi عفكره همه اجو عالاردن هيك والهدف الحفله انهم يغنوا مش جاين بقنعوا بالناس	0
37	ودي تحضنيني بالحكي ودي تجين وتقولين اشتقتلك ودي ودي منك كثير بس وينك	1
38	ساعه استجابه يارب اجعلني راضي بنصيبي شيء حزني وسعادتي وامنحني طمانينه تجعلني ارضي باقدار كتبتها لي	1
39	واعشق الصبح تسري نسائمهnتعيد روح بسمه الاملnnلنا الصبح امال نرجيهاnونسال الله صالح العملnnصباح الخير💭💜	2
40	السعاده تحتاج معجزات تحتاجه قلب متسامح وجه مبتسم قناعه بالنصيب وثقه تامه بالله شيكو	3
41	بهجه امل الحمدلله شعور السكينه والسلام اللي بحس فيهم فيس مغمض عيونه حاله استرخاء وهدوء نفسي	3
42	اكتر شي عجبني باخر حلقه معدل عالي نسبيا التشويق والترقب وهيدا غريب نوعا مسلسل هزلي كوميدي	1
43	عيدي اهلك حتي لحالك البسي وتكشخي وافرحي واشتري شكولاطات 😕❤❤ عييدد ترا	2
44	الحاجه الوحيده ال متاكد اني مش هنفع الكليه دي بس قررت اكمل باب الاثاره والتشويق	0
45	بنت خالي عزيزه عليا كتير بشهر جويليا زفافها الله يخليها لزوجها ويرزقهم الاولاد الصالحين	1
46	gobelz nn انا كنت اسمعهم بالافلام المصريه يقولون nn وشك يقطع الخميره البيت nnالحين عرفت معناها	0
47	شكرا لك الشرح الممتع والمعلومات الوافيه سعيده نصيب الدكتور محمد اسلوبه الروائي لايمكن للذاكره تجاوزه	2
48	سميعه فادي ابراهيم مجرد بيسمعوا البرنامج بيكون عندهم طاقه سعاده وانشكاح طبيعيه وربنا الليله بيومي فؤاد	2
49	احنا نتبع البنت زواجها احضر وافرح مافي اغلي اختي صح لحظه فراق موجعه لمن تطلع اختك البيت زفافها اتمني اجمل زفاف	1
50	هدا يعني اخي الكريم يحق لك الاكل والتمتع بقليل الدلاع والخبز شهيه طيبه 👌🍰🍪🍔🍮🍭🍹🍎🍉🍉🍞	0
51	والله حنا شعب عظيم خفه الدم موجوده بكل افراد المجتمع حتي المشايخ 😂❤	2
52	السلام عليكم الخير سعاده الدكتور عبدالله اشكركم جهودكم لتوعيتنا واهتمامكم فينا كابناكم فرحتي بنجاحي	2
53	الطايف الانnريحه مطر ولفحہ هوا ولون الغيم والمطر 💦nو اشياء غني وياللہ حيہ هالمساء 💕☁	1
54	احلي بودي الدنيا والله❤❤ سنه وانت طيب ياقلبي وسنه سعيده يارب وتحقق بتتمناه	2
55	اللي بيغيرلي مودي دايما بيديني جرعه تفاؤل وانشكاح للحياه انا مش عارفه غيره كنت هعيش ازاي تويته عشق البطيخ	2
56	ترتعد يبكي قلبك بحرقه كلما تذكرت احببته وابكاك تسعي جاهدا لتنسي لكنك تتذكر وتزداد حزنا تحزن عيناك حلم اخر سيجد الطريق اليك	0
57	التفاؤل الايمان يقود النجاح شيء تحقيقه بدون الامل والثقه هيلن كيلر lo	1
58	هه بدايه الفشل انك تلزم الشعب حتي داخل بيتو الفندق والله مراسيم مضحكه لدوله عريقه	0
59	اللهم الفرح والابتسامه الابديه	2
60	خلك كتوم واخفي همك بضحكهnالله عٓطي والله اخذ والله كريمnقروب المغرد العماني nقروب سما عمان nنخبه مغردي عمان	1
61	فرحه قلبك تتمثل فرحه حد بحبه اكيد	2
62	aadd مساك سعاده مصدرها ربي يسعدك 🌹😍	2
63	متل اجا مطر💦 بنص الصيف🌼 رح تجي فرحه😍 بنص الوجع💔 يارب🙈❤	1
64	افرح بالقليل واشكر الله ومايزدري الله جاحد لانظن اهل الكثير سعاده منك انت اسعد منهم ببساطه نفسك وتالق افكارك ومنطقك	2
65	قصه حب بهجت منيره ريح المدام	1
66	محبره النصر بتدوين كلمات دروس بتكتب بخلود رواح محبين محبه للعز بتجذب ارضالمشرق بتلين للوحش حتي يهرب بتصدوما بتستكينتتضرب واشرق النصر	1
67	شكرا والله ماقصرتو مفاجئه فخمه ومرتبه وتكفي فرحه محمدوعبدالله ❤️❤️ ضيف التوينز احتفاليه التوينز	2
68	صداقه تغني حب صدقوني شوق	1
69	العيد كنت اتمرن ساعتن يوميا قطعت اسبوعين رجعت لحين يدوب تمرنت دقيقه ماعاد لياقه	0
70	انا بالضبط دخلت طب واتخرجت اكرم حسني 😂😂بهجت ريح المدام	1
71	شعور الانتصار	2
72	فرحتي بنجاحي الحمد الله بشرني بنتيجه فرحه قلبي وشفتني دهرا الم الدراسه لحظه وتنتهي اهمالها وتركها الم يستمر مدي الحياه	3
73	بهجت الساعاتيnمثال الصاحب مسمعتش كلامه هتروح داهيه😓nولو سمعت كلامه هتروح داهيه 😂😂n nريح المدام	0
74	النقاش شخص تحبه وتثق مفيد تخفيف التوتر والاكتئاب ويمنحك ثقه كبيره نفسك اخر رحلتين دوليه لك	1
75	نجاح نجاح ياساره انت فخر لنا جميعا للاسف الاغلب مشغول بنت ترامب وتمجيدها مو فاضي لبنت بلده وانجازاتها ساره بنت احمد الربيعه	1
76	اللهم صاحب جدع زي بهجت الساعاتي حياه سلطان معاك دايس مصيبه المهم يبقي معاك😍 ريح المدام اكرم حسني احمد فهمي 👬👫	1
77	واللي كلامهم زي المطر يسقيناnوينبت فينا كلامهم nكيف نجازيهم ياربي	1
78	الغاليه تستاهل قلب كبير يحمل الحب قلبك حضن حنون واسع حضنك لديه لوحه باسمه الطله وجهك امي الغاليه	2
79	واخد الدوري بدري ورايق وغيري تعبان ومضايق احتفل بالانتصار	2
80	انا راجعه لقيت الازاله موجوده وبتشيل القعدات والكلام ده والشارع فضي وحاسه الدنيا مش سيبالي خرم ابتهاج بجد	0
81	سعيد ربنا يسعدك دايما بالخير وينور قلبك بالفرح والسعاده يارب دايما	2
82	انا منشكحه انشكاح حلو قدن والله وبفكر اللي التايم	3
83	Alqaisi تستاهليn خير يافخرناا💕💕nوان شاء الله ايامك سعاده وتنوري وتشرفي وين مابتكونيn⚘⚘🌙	2
84	السليماني فخور بتاهلي لنهائيات كاس العالم لالعاب القوي بكينيا واتطلع لتحقيق مركز متقدم سلطنه عمان اخبار رياضه	1
85	مطر😍nده مطر بجد مش معقول😍😍nاول مره اشوف الجو بيمطر رمضان❤❤nدعواتكم ربنا يسترها معاناn ويرزقنا بالخير 😊👐	2
86	خفيف لطيف انشاء الله دا عليكم خفيف لطيف	1
87	Aretk هلا صباحك اسعد	1
88	NO NO ماقدر اسهي nبالفرح احس بغصه لانه مو معنا	0
89	الجنون يالكافاليرز متعه اثاره انتفاضه NBAFinals	1
90	ربي اجعل امي سعيده الدارين قريره العينين تشكي حزن مرض واحفظها لي فهي لي الدنيا باكملها❤️	2
91	احلي اماني الدنيا❤nطيبه ومبهجه كدا محبوبه اوي وجدعه ومحترمه وانا حبيتك والله حلوه💙	3
92	يشبه شي كنت استخدمه المهم انبسطي وقضي اوقات ممتعه انا انبسطت معاك سناباتك شكرا💙	2
93	ماشاء الله شغل جميل ونظيف الله يكتب اجرك ياصالح واجر معاك تعبnاسعد غيرك	2
94	queen حلو التفاؤل دا	1
95	وعيدك سعاده وبهجه وسرور يالجنوبي الاصيل	2
96	الشوق يارايق يابسمه متضايق بشخصكم لايق لاحلي واغلي الخلايق الخير	2
97	الاشياء الصغيره تبدا يومك دعاء كوب قهوه عطر مفضل واغنيه جميله وسط الزحام يشعر بالتفاؤل	2
98	احس بسعاده موب طبيعيه قلت لناسس الحلوه اللطيفه اللي بحياتي شعوري تجاههم❤️❤️❤️	3
99	adel Fayad مبهجه والله بعيد انك اكتر حد هيوحشني طبعا ❤❤	3
100	هوا انا مبسوط بس مش عارف ليه بس المهم اني مبسوط وخلاص مش لازم اسال يعني	3
101	نعلم حجم الفرح يسكننا حتي ياتي يبعثه فينا ليبدو قسماتنا متهللا	1
102	الرسوم المتحركه انتاجها لطيف وفيه ذكاء	1
103	سعاده الانسان الشكر والصبر والاستغفار اسال الله يسعد قلبي وقلوبكم بما تتمنون❤	2
104	الحب والكره احساس حب كره افراح القبه	0
105	معاك اعيش الفرحه بدون حدود nواحبك حب اكبر مدي سنينك💕💕	3
106	انتي مجموعه سعاده قلب انسان بانتظار اللقاء الملكي نار	3
107	ميلاد الدعاء رحمه الله بالعباد يوفق الله بعضهم يدعوا لبعض ميلاد الدعاء	1
108	star ابشرك التقويم السبوره درجات	1
109	صباحكم سعاده ودفي ورضا وطمانينه الله	3
110	العيد فرحه نحنا لينا بالاعياد عيد نبتهج معاه بس بهجه الكرسمس وشم النسيم لايعلا عليهم	2
111	الصديقات سعاده احاديثهم بهجه وفرح لقلوبنا اجعلنا الله نعيم الجنه نلتقي تحمل قلوبنا وتحتوينا السعاده دائما	3
112	احلف لك اني سمعت اسمك ابتسم واشتاق واحبك	2
113	شخص لطيف مر بحياتي وانت بخير والفرحه تغمرك وابتسامتك الجميله يعكرها حزن عساكم عواده	2
114	انا اعتقد تشوف منظر الدار حتقول كلمه مزبله قليله 😅nلا عرفت عمين تركن 💃😇🙈	0
115	كوني تكوني دائما عفويه مرحه شقيه طائشه محبه للحياه متانقه ذكيه قويه شيء يهزمك كوني اقوي يظن الجميع واقوي تظننين فرحه	1
116	ساره اسالي ظافر النهايه سعيده حلاوه الدنيا تفاعلكم	1
117	اسعد غيرك تامل قولهﷻ﴿من جاء بالحسنه فله امثالها جاء بالسيئه فلا يجزي مثلها وهم لايظلمون﴾ زيدوا حسناتكم	1
118	سعيد الرميثي يمثلني nnنعم تمثلنا ياولد داري گفو خويه بوشيخه nكلنا نفتخر فيك ماعليك منهم طلع لمتخبي هه 🌷✨	1
119	اجمل الايام تستحق شكرالله حينما تغرس املا فرحه ننتظرها حبيبا يتفوق ولدا يتخرج ابنتا تتزوج اومسافرا يعود قريبا يشفي	2
120	رمضان ياالله دهشه جميله فرحه بلا انتظار راحه بال ندري نحتسب	2
121	CR الله انك تجعله نصيبي ابغي افرح	1
122	العيد ياتي حجم بهجه الاطفال العيد اللذيذ يفتقده الكبار لانهم بلا بهجه	1
123	صباحكم عيد سعيد وامنيات محققه الله ولمه عائليه تفترق ابدا صباحكم صوت تكبيرات صلاه العيد وبهجه وفرح تملئ مباسمكم	2
124	تفاؤل بقوه تولي فهد خالد الاهلي يغرد بكم تغريده ترد الروح الله ينفع الدعوه سر توفيقه صفقاته الملكي	2
125	شفته اسبوع ومتشوقه وايد الصراحه 😍😍 بالتوفيق يارب ❤️	2
126	اسعد امك بسهمnتصدق بنيه تريدnالوقف موجود بكرا مو موجودnالوقف لك بالدنيا والاخرهnوالي خايف الوقف كذبnالوقف بقناه بدايه	1
127	قرات الخيميائي وشيفره دافنشي جبتها وقت قريب 😀nبس الجحيم مين الكاتب nوشكرا🌸🌸	0
128	وحين يتعلق الامر بحلمك اصما تماما تفتح مجالك السمعي لاصوات ضحكاتهم الساخره حتي انت يبتسم فالنهايه	1
129	ضع قدمك طريقك للنجاح وعيناك اخره يشعر بالحماسه	0
130	الاختبارات رمضان اقسم بالله فرحان لاخواني الطلاب	3
131	حب الخير يجلب السعاده تدري ولو ابسط الامور اقلها الابتسامه ستجد نفسك سعيد مسرور بذلك	2
132	بالضبط 👌🏻 ويشجع القارئ البحث والتفكر nشكرا لمشاركتگ المقاله🌸	0
133	ترفيه الطيبين جدو سرحان مسلسل بابا فرحان	1
134	شور بيت اللهم قوه راحه بال استجابه لادعيه نتمناها	1
135	الحماس كله مدريدي بس القلب شوي شوي يقول بوفون بيستاهل 💙nهلا مدريد	1
136	الفرحه انك مذاكر جزء المنهج وتلاقي الامتحان جاي الجزء ده بس	2
137	فوز رائع لنسور سوريا الاوزبكي العنيد فوز بشجاعه لاعبين وقوه قلب مبروك فرحه شعب 🇸🇾	2
138	يارب اجمعهم جنات النعيم بلا حزن فراق	1
139	جواي طاقه كبيره وانبساط كبيير كتيرnشو اعمل مشان افرغ هالطاقه العاليه هاي	2
140	اشتقت لايام مدرسه زعبيل وايام المراهقه😗💃تخرجت يعني سنوات😳😟 كنه امسكان همنا الدرجات بس كبرنا وكبرت همومنا معانا انا دراما	0
141	الخوف خوف الخوف الله طمانينه ❤❤	1
142	😳nnهذا بالحلال يابنت الحلال👌🏻😀🎉	1
143	سمعني سلام الاسد ملك الغابه 😃nحاحا وتفاحه	1
144	عش صباحك انك شخص سعيد افرح تفكر بالواقع المر اصنع الصباح بسمه امل تنسيك شيء يوجعك	2
145	اغاني راشد الماجد تغير مزاجي هالصبح مو طبيعي	2
146	عيدكم مبارك وسعيد نبتهج بالعيد القلب بعيد واقع المه يزيد فلن يسرق منا سعاده العيد السعيد feeling festive	2
147	معاك احس الرضا محتويني ليتني بدايات عمري عرفتك	2
148	طريق للسعاده السعاده الطريق سعاده اعمل بحب تستسلم	2
149	الطمانينه الاعمق nان الله يعلم مافي الصدور	0
150	لكل متابعيني الله يروي قلوبكم بالفرح وغيث السعاده ويجعل ارواحكم نقيه الاحزان والهموم ❤️	3
151	فرحه قلبك تتمثل رضا ربنا وحب الناس اللي حواليا واني ابقي مطمن عليهم وبيهم	2
152	عايزنا نرجع زي زمان طب وقت تاني عشان زهقانه nريح المدام nبهجت وسلطان	0
153	سبيل الفرحه عيد ميلادهاnعساني بكل عيد ميلاد معاها 😪💔	2
154	انا وياك انكتبنا فسطور الراحلين لايرجعنا عتاب ولايرجعنا حنين شوق لذكرياتنا اللي مابين فرح وانينانتهينا فدرب الحب وبنفترق سنين	0
155	السكوت موجع والكلام ماهو زياده الم والجرح خذته وشابت ايامي روضت العمر والسنين طوال والقرار اصعب دمعه يتيم اماني الروح	0
156	والله عايز كوبايه شاي وبوسه حب ورضا بالحال	1
157	محادثه بسيطه بمثابه حضن وشويه كلام يخلق الراحه الشخص المطلوب واحنا بخير 😴❤️	1
158	دائما شعور الرضا يمنحك سعاده حال مزنه المحمود الخير رضا شعور بوح	2
159	الفرحه انك تعرف مين ليك الفرحه انك	2
160	بس والله مبسوط بالحفله وانتو البنات الله يعينكم القلب معاكم والله مدري وين الغلط حضوركم	2
161	تعالي قل الامر كله لله راحه	1
162	بسمه ثغر ابتسم فالحياه قصيره	1
163	يجتمع القلب نقيضان القران والموسيقي كنت تبحث السعاده فستجدها القرب الله راجع قلبك❤ حفله عبدالمجيد عبدالله الكويت	1
164	المافيوزو سنه وانت بخير ورجولتك سابقه اسمك سنه سعيده ياكبير والي ميعرفشي اقسم بالله خسران كتير 💪❤	2
165	تكفي الكهربا وتشتغل يجيني ابتهاج مو طبيعي معايا وزعتها عليكم	3
166	اعلان مجدي يعقوب للقلب❤ دنيا سمير غانم واحمد حلمي بجد ابدعته الاعلان حلو اوي بجد ربنا يفرحكم فرحتونا	3
167	السعاده ليست حلما وليست وهما تفاؤل وحسن ظن بالله وصبر بغير استعجال واثقا اليد الممتده الله تعود فارغه ابدا	1
168	دا كود شحن جونيه بتاع الفرحه nnn فرحتك قوه	1
169	لاتنتظرون يمطر عليكم فرح بذلت جهدك نفسك صدقني محد يجري ورا سعادتك وانبساطك عيدك وهذي حياتك ❤️	1
170	مطر دعيت لك المطر اشوف بعيونك حزن ❤️	1
171	ناس كدا مجرد مانكلمهم دقيقه بنحس براحه وبنبقي فرحانين حتي قلنا ازيكوا وردوا بس الله يسلمك	2
172	الذوق والرقه والجمال صباحك حلو متل نفسك الطيبه صباحك زرع اجمل تعابير الكلام وزهر ابتسم حلو انفاسك	2
173	بانت البسمه وجهك احس اني انا المسرور❤	3
174	المشكله الحقيقيه انك بتبقي مندفع بالنشوه دي وبتقفز قفزات واسعه والانفتاح بيساعدك دا ومبيبخلش	1
175	صيغه تفكير مريحه انا قوي بربي انا اشعر بالسعاده لان ربي يرعاني انا مطمئن لان يقدره الله خير لي اللهم لك الحمد	3
176	بكره تبدء قاعات الافراح ومواكب الزفاف زواج سعيد بامر الله موسم التكاثر داود	2
177	عرس عليا جبل زواج الملوك 😹😍😍❤ شو بدو يصبرنا لبكرا	2
178	ميلادها ويا عساها لين سنه الضحكه تحتويها❤️	2
179	عيد ميلاد سعيد للفنانه الجميله قمر طارق الاردن محبيكي ومتابع لجميع اعمالك الفنيه	1
180	انت عيدي واجمل العمر وانت فرحه قلبي وحظي الجميل وانت لعيدي فرحه عيدي اجمل بوجود	3
181	الخير اتمني لكم خفيف جميل مفعم بالحيويه والنشاط	1
182	sokon اللهم امين يارب العالمين واشكرك همس القلوب مش الروح متابعتك الطيبه السعيده الجميله مثلك	2
183	حبيبت قلبي انتي يزعل منك بس نمازحك	1
184	مرحبا انا عندي شخص شخص دايما يعوض قلبي ويخلق الفرح لروحي معاي المخاوف تنمحي والامان يحضني عموما انا حابه الحياه فيه❤❤	2
185	🍃🕊nحان وقت الاماني nفاسالوا الله شئتم nساعه استجابه nابعثوا بخواطركم السماء nو اذكروني بدعوه معاكم	1
186	القهوه لمن يعرفها مثلي تصنعها بنفسك تاتيك طبق؛ لان حامل الطبق حامل الكلام والقهوه رفيقه السكون مساؤكم طيبه وبهجه	1
187	بحب ضحكتك والله وانتي عسل ودمك خفيف مبسوط اني عرفتك وبعزك والله يعني وبرضه محدش هيكتبلك رسايل صراحه دادادا ❤️❤️❤️❤️	3
188	الضفدع ده مبسوط اكتر مني 😂nربنا يرزقني ربع انشكاحه 🐸😂	0
189	انستغرامك جميل بيبعث البهجه والطمئنينه وخلي قلبي جوا يبتسم	3
190	انا حاسس اني مبسوطn الشر اوعي تقول كدا تاني	2
191	الله يبارك فيك وايهنيك هبوش تسلمي ياحبيبه والفال ليك يارب تفرحي بفرحك وبتخرجك افضل دكتوره	2
192	السعاده الله تحسد احدا تحقد وعش ببساطه علا شانك توقع خيرا كثر البلاء وتعلم العطاء تنتظر الرد	2
193	بهجه امل nاجمل حاجه الحياه ماما تشوفني مضايقه شي وتقولي امل علمني دايما انو موقف مو كويس حيعدي وانو اضحكي واستانسي😍💕	2
194	بهجه امل صديقه اختي الصغيره تجيب السعاده والله هه كيوت	3
195	حبيبتي الحب وصاحبتي المزاح نجمتي وقت العتمه وحنيه الام والاب تعبي وحيده قلبي وكل البشر وحدتي الكل وانتهي	1
196	افطار شركه هاي واي السياحيه بمحافظه قنا لغير القادرين وشكرا لكل ساهم فرحه الايتام وغير القادرين	2
197	اجمل منطقه اسلاميه حيويه العالم يروح ليها مره هيرجعلها تاني	2
198	مطروح سحر الجمال ايه مكان تحبه مطروح	1
199	شوف الكذابين والله دي ادي انبساط وانشكاح شعبي 😂😂	1
200	الذ شعور بالعالم يجيك شخص تعابير وجهه مليئه بالحماس والتشويق ويرسل ايحاءات واشارات لاستدراجك لسؤاله شصار وما تساله	2
201	جميل فرحه اطفال سماء ملبده بالغيوم لمعان البروق صوت الرعد وبدر ملهم❤	3
202	لليله القدر وعلاماتها الطمانينه طمانينه القلب وانشراح الصدر المؤمن يجد راحه وطمانينه وانشراح صدر الليله	2
203	يارب البسمه اشوفها دايما وجيه اهلي يارب تبعد الضيق قلوبهم 💭💜	2
204	رضا الصبح وانشراحه يتغير خصوصا صباحات رمضان	2
205	وانتم بخير وصحه وعافيه تقبل الله منا ومنكم صالح الاعمال عيدكم مبارك وفرحه وسعاده وهنا عساكم عواده	2
206	بحه صوتك تمليني رضا	2
207	فرحه وطرحه	2
208	الله رضي الوالدين سحر عجيب	1
209	افرح وخلي الفرح ده عاده بتنام وتصحي الرضا هاتلاقي سعاده واللي بتحلم بيه	3
210	المشكله ضميرك مو الاكلn اسفليه	0
211	بنبقي مبسوطين اوي واحنا بنلبس عشان نازلين نقابل صحابناnبس بتبقي مبهجه اكتر وانت بتلبس ورايح تزور رسول الله nاللهم تقبلnسعاده	3
212	انا ثقه كرم الله سيمطر فرحا فانتظاري ماهو سحابه اثقلها دعائي النهايه ستمطر غيمه احلامي	2
213	التفاؤل تثق ثمه ضوء اخر الطريق المظلم وبصيص امل نهايه وظنا حسنا بالله يحجبه تشاؤم بشر	1
214	وانت بخير وعيد سعيد وحياه مليئه بالافراح والمسرات شاء الله	2
215	ودي ابني بيت لفقير محتاجه ودي اشوف فرحته واعطيه عمل كاني بنيت بدايه الطريق يكمل بنفسه الله شعور جميل حلمك طلبات	1
216	ياعيد طلتك علينابها الهم ينزاح ويفرح بزولك طفلا صغيري مايحمل الدنيا سوي ضحك ومزاح وماهمه بالدنيا سوي الثوب الجديد شور بيت	2
217	دع ابتسامتك ملامحك فهي لك صحه الدين صدقه القلب سعاده ولمن حولك اثرا جميلا	2
218	شاكرا دمت حيا واعلم الدنيا تدوروقل دائمالحمد لله تعش دائما سرور اللهم اجعلنا شاكرين لنعمك راضين بقضائك متلذذين بذكرك	1
219	فرحت فوز رويال مدريد nمو لاني اشجعهم بس لانه بيتنا nينعم بالفرح والسعاده كنه عرس nواحد اخواني	2
220	حلاوه شيرين رضا والله	1
221	الموضوع كبير	0
222	يازين دوامي	0
223	انظر للحياه بعين النحله تبحث الازهار nلا بعين الذبابه بحث	0
224	دايم معاي مشغول غيري فاضي نسئل نفسنا نحنا اش بالنسبه لك حب تسليه ماتحبني خلك صريح وقلها لاتعيشني بوهم معاك وكل يروح بطريقه	0
225	تمر بالي الصبح مسرور شمسك تجيب النور وضحكاتك ظلالي ❤️	2
226	امل حياتيnالاغنيه دي الحانها عظيمه بطريقه مبهره والاغنيه ككلمات مش لاقي جمله كوبليه مقطع كلام الاغنيه كلها لازم تتسحل معاها	2
227	سبيل السعاده هاد رمضان بدون دراسه سنين 😌✌🏼 راحه بال اللهم لك الحمد	3
228	لبعض الاشتياق لذه بنكهه فريده طيب نشتاقه حنين	1
229	كنت متخيل ارض الواقع الجمال اه ياجماله بتزوجه خلاص لقيت اللي طولي عمري اتمناه مالي المكان سعاده ومتعه	2
230	اصحابي عيدي وعيدالسنين بسمه فرح وفرحه عمر وانتو معاي ❤❤	3
231	استقبل صباحك بحفاوه وحماس وحب وكانك مقابله لصديق مفضل استقبله مبتسما مشرقا وبعده سيتكفل برسم الفرح وجهك❤☺ قواعد البهجه	2
232	وبذكر الله واسمائه الحسني احصن سعاده عائلتنا لهذه الليله لايشوبها نقص ولاحزن الهي استودعتك فرحه اختي وتمم افراح ال بخاري	2
233	عشاق كره القدم موعد ملحمه كرويه قليل مدريد والعملاق الالماني بايرن ميونخ مشاهده ممتعه	1
234	اللهم الجمعه ارزقنا حلو الحياه وخير العطاء وسعه الرزق وراحه البال ولباس العافيه وحسن الخاتمه اللهم صلي وسلم وبارك سيدنا محمد	1
235	مقصره معاكي غصب عني والله اكيد زعلانه مني فاسفه بجد انتي طيبه ومبهجه وتتحبي والله ومتزعليش مني بالله ربنا يعلم معزتك	0
236	ساعه استجابه يارب اعزني وفقني ديني وعلمي ومالي يارب امد لي السعاده والصحه وارزقني زوجه وذريه صالحين بارين وفره المال	1
237	تزعلين وتزعل الدنيا معاك ضحكتك فرحه السعيد ول الحزين حتي الفرح ضل دربه اهتداك انتي جميله تتخيلين	2
238	شوي بسمع اغنيه لهاري بصوته لحاله انا سعيده	3
239	عيش اللي يشتري الفرحه معك مايتخلي يمل يثقل عليك👌🏼	1
240	بهجه امل السعاده اللي مو منطقيه اللي اعيشها الفقاعات الملونه اللي تتوزع بجوا قلبي يالله وشعور الفراشه المختلطه بالوان مره كتير	2
241	Khalfan هه ثقافه مجاري وصرف صحي🚽✋ شو تتوقع منهم يعني ارض جدك سوت مشاكل	1
242	معاك اعيش فرحه بدون حدودnواحبك حب اكبر مدي سنينك💉❤️	3
243	اعلان مبهج بس ليه لميس	1
244	قل لغالي كلمه تعايده نقاءالمطرهي الولده فرحتي ابتسامتها سعادۿ وفرحتي تكتمل بوجودهالي تمليني فرح دايماياعسي ربي يخليهاويحفضها	2
245	افرح وعيش انت غالي علينا اوعي تحزن nبكره هاترجع تضحك لينا هتنسي هموم nاصاله افرح وعيش	2
246	فرحتي نجاحي مجتمعنا يرون انجاب الذكر امل والانثي خيبه رغم حلم رجل انثي وخيبه انثي رجل	2
247	انتي كنز يجب المحافظه	1
