	Tweet	Valence score
229	oh good girl hope cheerful	1
230	sometimes watch shitty tv reinforce never giving cuz something fucking awful tv still stand chance optimism	0
231	happened breezy	0
232	fine near future want go bed super elated put together audio compilations great moments	2
233	see drinks na playful wink passed pull small lot	1
234	watch amazing live ly broadcast lively musically	2
235	issues broadband bill charged month signed airtel hilarious	0
236	wonderful see show token man glasgowgirls uproarious gleeful important amp uplifting go see	2
237	follow instagram love tagsforlikes tflers tweegram photooftheday likes amazing smile followfollow likelike look	0
238	looking back recent tweets seen one right great perfect speechless deal	2
239	take little make child life joyful work hard make lives hell peace	0
240	redwine	0
241	fancy never put also vote jaunty angles no one judge	1
242	martin roth leaving amp shoes effects brexit bright talented foreigners made feel unwelcome leaving cnews	0
243	ryan murphy create ahs glee nso different	0
244	keep vest sweater pack year round helps chilly mornings breezy mountain tops mysportinglife	1
245	still get jimmy garoppolo head almost weeks thanks lot	1
246	watch amazing live ly broadcast musically	0
247	today realisation last time watch swimming lesson cos go back work next week lead joyous bedtime worstoneyet	0
248	following pal smiling	0
249	hearty jonza friends follower	3
250	way wearing smile gave today smile	3
251	thanks gen love miss happy birthday natong duha 💘💘	3
252	makes giggle glee	3
253	probably best ot period ever seen absolutely exhilarating wch teamna	3
254	well heyday afraid expecting st baby reckon aged gulps old	0
255	remember glee take leave cover two girls werent even friends	0
256	not brilliant lol hoping seeing horse tomorrow cheer equestrianhour	0
257	relive vegas heyday rat pack tribute	1
258	learning key converting leaning someone else door open door success smile	2
259	sparkling water wyd	0
260	happy birthday sweety sweet hun hope wonderful day wondrful joyful year better last one luv	3
261	want let everyone know wonderful people beyourself late night compliment behappy	3
262	jk started week strong still going strong	2
263	thank unfailingly bringing much joy life incredibly talented maker mirth	3
264	yes nmake smile happy nshe deserves happiness	3
265	well stock finished amp listed living room moved around new editing done amp fitted visit laws productivityatitsfinest	2
266	talk ask things get say something want give not elated start conversation	0
267	sanatana lopez definitely	2
268	town lively something happen	0
269	retweeted gunnysmith ndays like today happy alive blessed	3
270	fact levity movie theaters post actually play served best part movies like thehulk	0
271	feeling exact way also read akon voice provided hearty chuckle	2
272	human race one really effective weapon laughter mark twain	1
273	watch amazing live ly broadcast lively musically	2
274	excited usernameregenerated wait wish could get signed copy happy	3
275	yet read dutch drivers happy theory could quit driving still great transpo options	1
276	wishing happy birthday awesome dancer ruthann hope day magical bday eatcake	3
277	always smiling always happy	3
278	sparkling water nice know tried day	0
279	god hears voice optimism moment think everything failed	0
280	thank oh much many challenges much rejoicing	3
281	avoiding hearty basset hound no time present time american brave ydxef	0
282	wait	3
283	took yr school proud say got accepted yo girl going finish happy	3
284	fat buoyant day water stuff	0
285	not much cheer see 😜😂😂	1
286	tom phillips jovial start week show joe strutting video package quite juxtaposition	0
287	nearly aesthetically pleasing enough lol need ps not phone	1
288	totally understood point need better messenger laughter pissed	0
289	queen bey smiling sixth afternoon	1
290	yesterday history tomorrow amystery today gift call present livelife humbleness smile live	1
291	chewing smile arcdental turlock	0
292	tried cheerful upbeat piece walking history usually arty docu types cannot find trace	0
293	want achieve level optimism	0
294	trying loveee somebody wanna love somebody right guess no pleasing	0
295	looks way let think rohan last week	0
296	💥⚖️yeah‼️ paul‼️⚖️💥 glorious bb	3
297	bridesmaid dresses carnal delight addition separates rfpbax	1
298	birds chirp sun shines wind chimes chime smile face	0
299	watch amazing live ly broadcast musically	2
300	got dick recently right happy not sick smiling life good 😭😭😭	1
301	beyond wonderful singing prowess phenomenal damn elated watch act thisisus	3
302	future bright remember	2
303	aspire val self confidence optimism tbh 👏💖 gbbo	1
304	cannot dm follow not delight party fail letdown	0
305	wait see hun cuddles gossip	2
306	not man not know juggle balls funny pun lol hilarious punny	3
307	oh please inc talking looting not saying bjp pure hilarious irony def better	2
308	go one extra mile see smiling	2
309	need bit gbbo cheer terrible day	0
310	win lose draw vs lfc football fans rejoice west ham amp chelsea fans beat shit council house coys	2
311	maketh barren woman keep house amp joyful mother children npraise ye lord npsa	1
312	thenicebot wsjnordics make world joyful place thenicebot mpn demilovato	3
313	yahweh god among warrior saves rejoice gladness	1
314	exhilarating hockey still russia wins regulation reading fuck	0
315	love cheery adoring gets every time produces new content	3
316	katie love describe normal really anything hilarious neverchange	1
317	looking back recent tweets seen one right great perfect hilarious speechless deal	3
318	not man not know juggle balls funny pun punny lol	2
319	back elated record fucking shit studio evening	1
320	honored take role joyous day hopefully fuck	1
321	light shining thru clear sparkling stream piss sight women never know also tells tht system ure system healthy	1
322	hearty thank joining tonight delicious british dishes menus beerclub	2
323	oh dear evening absolute hilarity think laughed much long time	3
324	pre prepare direction plays hale hearty situation child evolvement cmmyd	0
325	live simply dream big grateful give love laugh lots unknown quote inspiration happy	3
326	swear got playful ass bf ever 😂🙄	3
327	literally cracks see posts years ago later hilarious	3
328	ditto amazing atmosphere philippplein cheerleaders stunt londonevents	3
329	bad kurt literally	0
330	gloriosa bazigaga rwanda work lost relatives genocide yrs peacebuilding given optimism within power	0
331	sick rejoicing half	1
332	yesterday history tomorrow amystery today gift call present livelife humbleness live	1
333	love dog playful really scratched face flailing paws excitement almost tore nose ring	0
334	trump laughing anyway expression never changed smiling moment levity nothing racist	0
335	good master vernon welcome nephews bellario nthere lord thou interrupt st merriment	0
336	brilliant lost joyous plot us year admits fan	1
337	possibly kg bought player buy glen minority owner optimism	0
338	future must bright af	1
339	hilarity someone literally openly anti science calling others anti science	0
340	el turned around smiling hugging gently	2
341	think really needs round vs twitter debate end something joyful ya know	1
342	would enrique sub busquet hilarious	2
343	food gets delivered 😍🙌🏻 cheering happy	3
344	plan date like date find pleasing smth fuckign child grow ten ten	0
345	stop smiling 😆😆😆	3
346	imagine teppu got animated madhouse tho gt lt	0
347	watch amazing live ly broadcast lively musically	1
348	try find good negative negative turn good anxietyrelief optimism openminded	1
349	getting comedic relief season premiere modernfamily girl needs hilarious	3
350	thisisus messed mind amp anticipating next episode apprehension amp delight isthereahelplineforthis	1
351	spent big little sis tomorrow beyond happy saw mums	3
352	“set ideal facing reality honestly cheerfully possible karl menninger ndhalfwealth	0
353	bribing parents hearty laughter giggles loveet	3
354	pet store worker ask want play exhilarating feeling	3
355	writes sort playful cynicism	2
356	ever wake instantly feel happy	2
357	✨you make happy	3
358	fucking bright amp fucking hot outside	0
359	worried someday yelling kids confused not serious 😭😭😭 ni damn playful	0
360	got quite cheery young souls fan	3
361	watch amazing live ly broadcast lively musically	1
362	smile brightens day day everyone around remember smile free	3
363	cheer punkin	0
364	laughter powerful thing everybody deserves laugh like shitty romcoms get giggle outta planet uranus power	2
365	dolores thin lipped smile graced glossed lips let blues peer woman constant delight always	2
366	make someone happy	2
367	happy bright identity timelesstips friendship family forest water family truelove god roadsofar lifetrip	3
368	still get jimmy garoppolo head almost weeks thanks lot hilarious	3
369	meanwhile called m’s fans sit knitting sleeping not sure certainly aren’t cheering like teams fans	0
370	christmas episode genuinely tears laughter	3
371	know nj worst purpose	0
372	watch amazing live ly broadcast musically	1
373	lethalweapon suicidal vet ptsd fucking funny let hilarity begin	2
374	watch amazing live ly broadcast musically	1
375	ive learnt smile good morning goes long way saying thankyou goes even quote retweet inspire	2
376	good morning let start smile nlet enjoy life cheerful way ndon worry happy	3
377	sam grins steve lips murmuring words playful tone want shirt sure could accommodate	1
378	watch amazing live ly broadcast lively musically	2
379	omg got watch new series us wow best tv show seen long time tears laughter moretears	3
380	nit not treat viewers watch janak simply treat soul mind thoughts hearty respect 🙏🙏	1
381	today reached subscribers yt happy goodday thankful	3
382	not brown nosing listened lots housing ministers nhf impressed	0
383	love memories randomly pop ninto head smiling like idiot ages	3
384	reason smile everyday	3
385	bounty hunter things bit lively	0
386	cheerful heart good medicine crushed spirit dries bones proverbs	1
387	news supposed damn happy rejoicing like 😩😔😭😞	0
388	it’s gleeful they’re inspired convinced they’re winning last strongman	2
389	twd comes soon happy	3
390	not truck delight delight truck	0
391	ready nice breezy calm sunshine weather 🍂🍁 autumn	2
392	accept challenges feel exhilaration victory george patton quote yeg	1
393	found marmite australia happy	3
394	tonight top delight skein geese flying foot swam windermere breeze dropped amp became like glass	2
395	go follow beautiful snowgang princess fitness bodyposi haircut smile whitegirlwednesday	2
396	three days month two ex wives no home could worse know could oilandgas	0
397	happy birthday shorty stay fine stay breezy stay wavy	2
398	playful lol need somebody joke day long cause ill never get tired	2
399	tiller breezy collab album rapping singing prolly fire	2
400	watch amazing live ly broadcast lively musically	1
401	prospect getting choked hot daddy tonight sorta cheering also kinda wanna watch new ahs episode lol	0
402	blast playing games hearing testimonies pastor jeremy house fellowship food praise gospel coffey	3
403	love cheerful woman storing someone else furniture eternity sold granddesigns	0
404	cheerful sloth annotated old books good man gods ended evil	1
405	alternate reality comments section give poems cheery thumbs disappointed thumbs	0
406	used chirp drinking hoe	0
407	medically proven laughter effective pain killer	1
408	wish glee version stitches gleekforever	1
409	forth character no not gleeful enough	0
410	korgoth barbaria brutality king julian hilarity ariel hot	1
411	got much fan vixx keep smiling ❤❤❤	3
412	watching joyful noise time cuz love movie	3
413	assume people pick joviality coz lol lot not working maybe need get heavy handed emoticons ha	1
414	cheering na team want gaudreau comes back one piece getting way risky	0
415	think yawning actor died drug overdose glee	0
416	provide dignified professional funerals prices families afford satisfied clients bright pig	0
417	trust know appreciate willingness explain details attempt levity	1
418	thought holidays could not get cheerful met thenicebot	3
419	meant happy happy	3
420	ciara asks sci fi movie julie amp jen stare claire phone joey bolts cab honks lmao hilarious	3
421	never make decision angry gt lt never make promis happy	0
422	lmboo using nephew meme hilarious	2
423	bad kurt literally glee	0
424	wake dream laughing something stupid makes laugh hilarious	3
425	today answered call college rep realize got hear part lively debate evolution real	0
426	girl love perfume something bout breezy	2
427	light day per heyday popularization backfire cinematography xucqb	0
428	quinn short hair makes sad glee	0
429	prof suggest william james may unlikely dialogue partners plays happy video wearecst	1
430	aside pleasing individual involved pleasure comes pleasure	2
431	beg never stop smiling deserve happy know beautiful things life offers	2
432	wishing happy birthday awesome dancer ruthann hope day magical bday happy eatcake	3
433	nheart pure smile nso bright love nmore number nof stars night nkindly follow please nharry n—	3
434	next time make sure everything sparkling clean	0
435	beautiful day lord made rejoice glad	3
436	adding little levity	0
437	geometry today hannah started crying laughter ms canning said pp lol	2
438	watched nd season st episode twice already still joyful planning watching	3
439	whether rejoicing fighting back tears god wants share moment	1
440	accept challenges may feel exhilaration victory	0
441	im delight	2
442	someone teach cheer someone	0
443	say lover pale green light nhe hovers high moon shines bright	1
444	contentwiththelordsportion satisfy us early thy mercy may rejoice amp glad days ps gladness joy delight	3
445	due hearty lawsuit nascar raise beer prices accommodate losses	0
446	metro lrt went walterdale yeg	2
447	personaldevelopment ntoday gift called present happiness optimism entrepreneur personaldevelopment	2
448	free open breezy enjoy things get better get used	0
449	transitioning new job hard nothing joyful memories previous one thanks changing life ❤️	1
450	developed forced smile force describe little hearty maybe sanki biraz	0
451	rip heaven rejoicing gained angel keifer family prayers 💙🙏	0
452	accept challenges feel exhilaration victory	1
453	smile face beat heart thanks kind much mind following	3
454	lol no sparkling wine	1
455	research determined laughter actually anxiety	0
456	joyous worried would disappointed definitely not chickflick giggles comethefuckonbridget	3
457	first time watching vids died laughter keep dude	3
458	know beauty smile best curve	3
459	forgot thank sharing day making happy video	2
460	sucked wormhole hilarity no escape say weird accurate	2
461	made night reid included tonight hilarity points brilliant thanks	3
462	boss see someone jovial funny tho av not met person	1
463	embarrassed saw us like knvfkkjg thinks stalkers starts waving cheerfully inviting us	0
464	future planned feel much happier goals life igotthis yay	3
465	starting new challenge glee poll every day	2
466	nmichael carrick struck back net much delight pressure man fanz mou	1
467	always emotionalhedge™ wps ni elated start mentioned tamu	1
468	got this staystrong smile yourebeautiful	2
469	swear people dont wanna see happy like try anything fuck got going	0
470	nwho nose scent roses went nto spot orient nmummified nin rapeseed oil fried neating drinking amp merriment	1
471	today reached subscribers yt goodday thankful	3
472	got back seeing burslem amazing face still hurts laughing much	3
473	misery loves company church ought place finds none pastor kris theobald joy	0
474	watched django unchained people may frown titter delight	1
475	no okay not need going way make sure pleasing everyone makes happy	0
476	elinor laughed little known every body brilliant cheerfulness sweetmeats fashion	2
477	convinced mom watch killgrave gave literal nightmares watched last episode four times	0
478	single tear joyous deleted monster brought generations despair	0
479	accept challenges feel exhilaration victory mbmclisse	1
480	loved independence msg happy amp fulfilled within amp positivity flock independent	2
481	issues broadband bill charged month signed airtel	0
482	attitude toward struggles equally important actions work optimism	1
483	impractical jokers practically genius goodthesoul impracticaljokers bingewatching	3
484	wanna get dance everyone bed sucks everyone wake hyper happy letsdance dirtydancinginthemoonlight👌	3
485	not man not know juggle balls funny pun punny hilarious lol	3
486	excited see nat tonight 😍😍 happy cheery amp even excited get social media bb	3
487	not enliven soul	1
488	give cheerfully accept gratefully everyone blessed n»maya angelou rip mayaangelou	1
489	lil reminder private account delight shittalking occasionally nsfw stuff	0
490	still younger spry trump	0
491	talking problems greatest addiction break habittalk ur joys quote problemsolving behappy	1
492	sometimes like talk sadness times want distracted friends laughter shopping eating mhchat	0
493	laundry watching show bunch strangers happy birthday	1
494	yiu respond email within days willxbe killed animated gif girl froa ri	0
495	looks like book shaped like gun optimism itsagunalright	1
496	rejoicing lil bit prematured dont think🤔🤔🤔	0
497	watch amazing live ly broadcast mila musically	1
498	see michelle cheery	1
499	watch amazing live ly broadcast lively musically	2
500	best whiney jerkass heel since heyday wcw luchaunderground	1
501	bright side youtube heroes leafy finally get banned	0
502	awesome ok odds swapping neighborhoods hilarious	3
503	reflection grind real working jobs amp school ksudsm ksu recruiter instructor tumble gradschool	0
504	love laughing crying works katherinemansfield failure dealingwithfailure	2
505	ooh hygge candles jasmine tea amp gbbo happy	2
506	cheery ghost	2
507	hey never know channel version gbbo might actually quite good adverts end world	1
508	insure good health eat lightly breathe deeply live moderately cultivate cheerfulness maintain interest life	1
509	not educate child rich educate happy grow know value things not price	0
510	lets get astros game going already going need attendance cheer victory	2
511	chirp	0
512	bcwinechat common method used make bc sparkling wine	0
513	lol ur caste even whole village dies massali like cant chaudhry cheer massali	0
514	true way render happy love work find pleasure francoise de motteville	1
515	chiropractor makes happy	3
516	cute truelove hilarious beautiful amp graceful never heard explicits spoken elegance mingo	3
517	wonderful experience watching yesterday thankyou	3
518	go check bf give strength one smile topno	1
519	aesthetically pleasing every single day even pretty woke tired always	0
520	gave rugby bet roosters cheering nrl	0
521	cheering clapping assume	1
522	see gleeful look face criminal king used word denigrate blacks	0
523	time joyous celebration	3
524	dont sit take spry young children	0
525	ppl get triggered smiling irrelevant	0
526	wagging tail praise paused tilting head took frisbee letting playful	2
527	sure heyday	1
528	no episodes animated week air	0
529	watch amazing live ly broadcast lively musically	2
530	morning started amazing hopefully whole day going want go greatday	3
531	switch steve carrell put kurt glee accurate	0
532	blew internet chirp lol love	2
533	looks way let think rohan last week optimism	0
534	twd comes soon	0
535	thank happy birthday well	3
536	mon celtic give us something cheer place empty soaked amp wee nephew birthday ffs started well dropped	0
537	evening forget robinhoodhour tonight bizitalk bizhour southyorkshire mansfieldhour sheffieldhour nottshour	1
538	friends send ballons fireworks text amazing	3
539	luis ortiz ducked ustinov means fights left future not looking bright ortiz boxing	0
540	tell truth make someone cry better tell lie make someone smile truth lie cry offalonehugots	0
541	use smile change world let world change smile quote actorslife love hardworkpaysoff fun	3
542	update yet hang still hopeful	0
543	thought funny maybe not coincidence green must official color optimism	1
544	took awfy long time spot goal disallowed ☺️	0
545	smiling doesnt necessary means happy sometimes means strong	0
546	survived spin trying get stairs hilarious tho jellylegs 😂😂	3
547	communitysleepcoach look narcoleptic puppies make smile human amp find odd positions seek th…	2
548	love much smile 😊😊	3
549	—but little playful nhe hesitantly pulls away enough could get words lips brushing against—	1
550	bcwinechat common method used make bc wine	0
551	happiness recipe open mind laughter kind heart amp optimism	3
552	“be positive cheerful grateful expectant success leadership	3
553	gunna make cry need glee day	0
554	love parody accounts well done vote trump lol	3
555	try asking cheeseburger onion amp mustard mcdonalds	0
556	happy birthday jin young princejinyoungday happyjinyoungday got happy birthday	3
557	tired body mind sparkling teeth say followers good night apocalypse good luck aspie	1
558	quoteoftheday wild things young nothing smile old dailyquote quotes	1
559	lt took another sip “we’ve earth shattering soul exhilarating sex think black souls kind gt	1
560	oh cheery fucking note good night shit heads	0
561	remember heyday ladies range age say mid early	0
562	often imagine hoe moon would feel meeting jovial moons special	1
