	Tweet	Valence score
29	ورغم علمي خير ولكني حزين ياالله ووحيد لقله حولي لفقدان يشعر بما اشعر فانا قاع خوفي وحدي اخبرك اني اثق بك فاحميني	0.43799999999999994
30	افتحوا ملفات فساد المجنسين ياليت تسحب الجنسيه المجنسين مالعب بالبلد والمجنسين سبب هدم للبلد	0.742
31	حزين سؤالها قالت اهملتيتي ياصديقتي لخاطر مين	0.337
32	الخير وبالرغم ضراوه تقترفه يسار صدري يفز كلما ذكر اسمك	0.25
33	ماهو غضبي مش هيمتص يعني	0.75
34	الخنزير كلب المخابرات اللي خايف لاسياده يغضبوا انا مش عارف انت شايف نفسك ازاي بتقعد نفسك	0.875
35	ربي ارح فكر ابي وابعد الهم والحزن واسعده سعاده تبكي عينه ربي بشر ابي بخبر قريب يسعد قلبه وحقق احلامه وما شاغل فكره	0.156
36	اعتداء تكارنه رجل امن اثق ثقه تامه بحزم الامير خالد الفيصل والله تصيرو عبره ياكلاب افريقيا لغيركم الجاحدين لخير البلد	0.7340000000000001
37	اسوا الاعتذار ارتباك كلماتك اثناء التحدث واجمل شجاعتك المبادره وهزيمتك لكبرياء يمنعك تقديمه	0.33899999999999997
38	حسبي خذاك مني وغير اطباعك خيبت ظني جرح عتاب الم	0.591
39	ودي اخالفك الراي اخاف اصير اخونجي نظرك انا اتفق معك	0.419
40	بذاكر الجدول الفاينال ينزل بذاكرها واذاكر ورقه وبرزنتيشن واسلايدات الاخر يجي برزنتيشن واسلايدات 😠😬	0.578
41	مؤلم يقف امامك اب يشكوا حال ابنه وعيناه تنهمر بالدموع ويقول عجزت تربيته فمالعلاج ايهالابناء والبنات اتقوا الله والديكم	0.532
42	تعب حزن ضيق وجع ارهاق مختنق صدمات	0.65
43	لماذا نبره تهداه وليست تحدي كعاده الاخوان المدلسين ببساطه مذعورين لانه يبقي سوي قطر وتركيا ويخشون رضوخ قطر لمطالب الخليج	0.5
44	رامز الارض تربع قمه التفاهه صراخ وازعاج بلاتوقف كلمات نابيه الفاظ قذره وترويع سخريه وصلت لمقام الصحابه المتعه الامر	0.75
45	انا لست اخشي الذئب ذئبا انما اخشاه جلد الحمل رعبي عدو اراه اراه فات الاوان نجيب سرور	0.272
46	مايحرني قاعد يتكلم البيئه يعني نستهبل شنو انتو شايفين البيئه شلون شكلها تتكلمون 😹😹 حسد غيره عبودكا	0.606
47	مناره الحدباء العمل يدل ثوره عشائر ولاشي التهديم وصمت عار بجبين ادخل داعش وصفق يذكره التاريخ للحشر والله جبناء	0.813
48	النهارده كنت قاعد البيت مرعوب صوت جمهور الدرجه الثانيه	0.33299999999999996
49	قلبي قول انو تعب اشخاص نحنا فوتناهن بحياتنا وما كانو بيستاهلو	0.359
50	alsaad اسلام البحيري محبوس بتهمه ازدراء اﻹسلام والعرص الكافر اللي انت بتطبل اصدر عفو علشان يطلع يكمل طعن الدين	0.7659999999999999
51	يووه التوتر واللعب الاعصاب بغا يجي الهدف 😪💔	0.652
52	نايمه سلام الله فجاه اسمع صراخ عشان المنتخب قومتني نومي بفزع نفسي اقوم واطفي التلفزيون بس اكتفيت بتهدئه قلبي المرعوب وغمضت عيوني	0.47
53	يحدث شجار عقلي وقلبي يضحك لفتاه مثلي ستدخل الجامعه والاخر مستانس متقطع الوناسه لدرجه ودي احطكم بقلبي ماصدقت اتخرج	0.297
54	الناس ميتين جوع ذمتكم الله لاسامحكم	0.742
55	عاجبك الصمت بيني وبينك طيب اشتقتلك الصمت وشلون تنقال الصمت اشتياق	0.406
56	حاسس اني ساخط العالم بس مكسل اعمل حاجه دلوقتي	0.426
57	البنت هذي اللي ينام عندها لايحلم بينام نومه هنيئه مره قمت النوم مرتاعه طيحتني الارض بسررعه امداني اتوازن	0.28800000000000003
58	شفت انكم مدلعين مو وجه دراسه حتي تعرف الفرق السخريه والوصف	0.455
59	nلا نص يعني نص	0.391
60	احس اني متنرفزه شخصيه وحده وجالسه احط حري كلو ‍♀️	0.672
61	يلعن ابو ام الغيره اللي بتعمل فالواحد كده 😠nمحنا كنا كويسين يعني	0.703
62	وعدد كبير يقولون المعارضين لهالموقف مستشرفين احسها كلمه وقحه استنكار قله الادب والوقاحه ادعاء شرف	0.636
63	غيظ فيظ القوم يعيشون حاله انكار فريده نوعها تصريحاتهم اصبحت مثيره للسخريه حتي المستوي الدولي	0.7659999999999999
64	لست حزين ولست سعيد ولست متفائل ولست متشائم شعور يخنقني يقف بينه استطيع افهمه احتمله	0.21
65	اتوقع عندي بس ماشفت اشتكي اقدر العب مهمه وحده لازم يلعق واليوم	0.348
66	الخير يافرحه سجين لاعته الاحزان ذكر انك حبيبه ضاعت احزانه	0.226
67	انت مبتكلمنيش الواطس ليه nيخربيت الطعليم المجاني nاحلي حاجه رمضان	0.39399999999999996
68	انا عندي احساس مرعب بكده بس حصل هيبقي حاجات مش منطقيه كتير برده	0.531
69	اكبر مجرد مباراه اهانه تاريخيه يسبق مثيل تلوموا الخصوم كرهوا الهلال اذاقهم مراره الاذلال انتهت السهره	0.597
70	BEN اه طبعا بصير يكتب هيك كلمات لمذيعه محترمه خديجه قنه بس قناه الجزيره شغل فتنه وتخريب وتحريض	0.774
71	يتسبب استخدام دبه الصوت الهيدرز ازعاج الاخرين الطريق العام الاحياء السكنيه دور العباده وغيرها الداخليه قطر	0.429
72	ياخي اللي بيحكوا بسرعه بصدعوني 🤕واللي بيحكي بطيء بجنني بنفع اطخهم بقصر	0.563
73	مشكله ارتجافي دايم انفضح	0.45299999999999996
74	مخيف العالم حرب نار ودخان اينما وليت خوف موت واقتتال ودم تعال نهرب بنا بيعيدا نسرق الارض ملجا نزرعه حب وياسمين تنهيده	0.47100000000000003
75	الم يان لاسيادنا الباشوات الوزاره السياديه يتقوا الله دماء اطفال واجنه ونساء ورجال عبيد احسانهم المصرين الم يان الطغيان	0.8029999999999999
76	يامريض نفسي كهربائي ومو محصل زباين عموما مساجين بشار سابقا وادواته قبحهم الله جميعا	0.703
77	مو معناه ماعندي هدف مافي الامر عندي خيار مسبق وتجي عالاخير هذيك الافكار الوسواسيه تري واحسن وفيهالخ تشوش صفو اختياري	0.33299999999999996
78	رعب قلق تساقط شعر سهر تعب ارهاق	0.516
79	بك ياصديقي شئ سوي انني حانق وكاره للعالم بمن	0.578
80	كمان دقايق وهشتم المدير بابشع الالفاظ	0.868
81	حسره قلبي توصف للاسف	0.594
82	نتيجه الصيام اندحر والان ينتقم الخل يدحره يريد عباده روح استشاط غضب يسبق مثيل	0.672
83	فعلا محبطه خلصت تكن nمدري ايش اسوي	0.47
84	تحس الموظفين الشئون دول بياخدوا المرتب عشان يعذبوبنا	0.8029999999999999
85	مشروع تطوير الجزر بهذه الاليهn استقلال اداري مالي تشريعي nفهذه خيانه عظمي للوطن نفقد الجزر بالمستقبل البعيد طريق الاستفتاء	0.594
86	العتب ماهو زعل يضايقك كثر انفعالي nوانت ازعل البشر ازعل	0.406
87	الناس هرمونات الحيونه والجحشنه عندها زياده بعرف انو احنا بشهر فضيل😡nرفعت الجلسه يشعر بنفاذ صبره	0.797
88	انا ليه حاسه بتخلف عقلي الماده دي جوع دا ايه 🤔🐒	0.203
89	المخابرات الحربيه بقت وصمه عار واهانه الدوله ومحاوله هدمها وطوله اللسان والبذائه بقت شرف والله الدنيا ماشيه بظهرها	0.662
90	marlbr red صور الفضاء انا ماقدرش اشوف جوجل ايرث بيفتح مثلا مسحت الاب ممكن اصرخ الرعب شفت صور كواكب	0.22699999999999998
91	كلمه اسف هادي الكلمه صفات الطيبين ليش بتسامحوا ليش اهانه الشخص اعتذر منكم احترموا اعتذاره	0.375
92	الصراحه شرح بالضبط عاناه تلفزيون دوله الكويت جزء صغير فما بالك بحقوق موظفين وبدلاتهم هموم وزاره الاعلام	0.452
93	كلزق يارافضي انت عار العراق انتم كلكم دجاج لايمكنك اشعال الفتنه بينن دول الخليج والعراق	0.79
94	مجتمع مريض بكلمتين الناس قالت والناس تقول	0.531
95	احس متوتره مو عارفه اسولف اعتذر	0.43799999999999994
96	قداش تويتر مكان مزعج ويجيب التوتر بدل مريح ويغير جو البنادم	0.5
97	تقارير شبيغل الالمانيه الموصل موجعه حد الحقد يفوق وصف	0.636
98	يضحكني الانسان اطلعه حياتي يحاول يستفزني يثير غضبي بالاشخاص معاه معليشتفله تفلتها ماارجعها لفميوصل	0.5
99	مش بحب انتقم حد nبس بس نفسي اوي انتقم منو 👊nnابو عواجه يارب تموت ياشيخ 😑😂	0.609
100	قبيله حرب والله غضبي عليهم غضب الله بليس	0.7809999999999999
101	اعتذار رده الحارثي للهلالين يلعن ابو الرخامه طيب تهايط الاساس عشان يندعس	0.7190000000000001
102	اريد لحظه انفعال لحظه حب لحظه دهشه لحظه اكتشاف لحظه معرفهاريد لحظه تجعل لحياتي معني حياتي اكل العيش معني لانها مجرد استمرار	0.297
103	هدوء الغاضب بطبيعته مقلق وغضب الهادئ بطبيعته مخيف	0.344
104	مش مكتوبلي ارتاح يعني ليوم طيب لازم خرا كده	0.758
105	النعمه ياللي اسمك فهد انت اهبل ومانتش فاهم حاجه بس حانقول ايه طالع اهبل امك	0.7659999999999999
106	براءه ساحره الرياض nلا يشيخ اسالك الله انت وجهك براءه وين العقل قالت اتوب والهلع جاها الموقف اكبر دليل ساحره😷🔕🚶	0.531
107	توقع الاطراف ميسي تستبعد شي حتي باريسي مرعبهم	0.324
108	استياء شديد الموطنين وغضب حارق توزيع السيوله مصارف مناطق الواحات ينذر بحدوث كارثه الله عون المحتاجين	0.7340000000000001
109	المؤسف تبحث الصدق عصر الخيانه وتبحثعن الحب قلوب جبانه	0.53
110	حانق اتمني محد يكلمني	0.6559999999999999
111	انا جبانه وبخاف الفشل لدرجه اني بكتب بس تويتر عشان متاكده محدش هيقرء اللي انا يكتبه	0.359
112	انا اللي شفته رجال مستقوين بنت فيك رجوله افهم الحكايه بهدوء بدون صراخ ترهيب براءه ساحره الرياض	0.484
113	نذاله وخسه اللي يسفكون الدم ريايل اصل لايتجهون للافراد ليواجهو قبحهم الله الكفره	0.7340000000000001
114	تبي اعنفها تجي خاص ببي بسرعه DABFC بوب كورن محنه ممحونه زب مولعه مشتهيه سكس فون سكس كتابي عنف فحل	0.306
115	اليوفي سوق الجمعه لانديه اوروبا😡nكل نجوم الفريق مجهر الانتقالات	0.516
116	خيانه المراه اشد خيانه الرجل لان الرجل يخون بشهوته المراه فتخون بعواطفها	0.456
117	تتوهمين فلن تستطيعين البقاء جانبي مده يومين انا رخو ازحف الارض انطوائي كئيب متذمر كنت مجرد جثه العالم فانا احبك	0.297
118	ياما حاولت الفراق وماقويت nكنت ابي انساه مانسيت	0.28800000000000003
119	يا اخي كسم الماده كسم الكليه اللي تخلينا مضغوطين وقرفانين بالشكل داnالله يلعنكم احياء واموات والله	0.955
120	الموضوع الاي احنا بنهري ونتخانق انهارده مثير للدهشه والاشمئزاز والاحتقار والقئ كمانبناقش ارضنا بتاعتنا هزلت	0.742
121	اجنبي يضرب مواطن الله يكسر ايدك يجي ديرته مايسوي ويتمرد حيوانات كره عظيم بداخلهم حقد حسد للشعب اعوذ بالله	0.9059999999999999
122	التوسل والخوف اللي صابها ماشفته حتي بالافلام دامها ماهي غلط ليه الهستيريا والرعب اللي اصابها	0.424
123	قدام المستشفي متسوله موجوده الصبح الجو بقي حر والشمس بقت شديده لبست نقاب n😠	0.561
124	كابه بهالوقت متي انام بس	0.45299999999999996
125	بكره الزحمه	0.594
126	yasserr انتي بتحبيش الشوكولاته يامها هانم مش اطلب حاجه تطلبيها 😠😠 سيبني استمتع مره نفسي	0.515
127	البيت كله مكتئب وحاجه الكابه سيد الموقف خالص يارب هون وعدي الايام خير	0.574
128	مش كفايه امتحان الانجليزي جهه صعب كمان جابولهم الفيزيا زفت😤	0.545
129	بعدين يعني ماا اشوف المسلسل	0.406
130	شيء يزعجني احس خاطري زعلان بس ادري ايش السبب	0.485
131	حسبي الله ونعم الوكيل ليش التضيق طالب العلم واللي عنده طموح ليش تمنعونه ظروف منعته الانتظام لايقاف الانتساب والتعليم	0.828
132	الشي الاحلي الفيلم مبني قصه حقيقيه عرفني مرض مره اعرفه وكنت اتوقعه نفسي عضوي واعراضه جد مرعبه	0.242
133	وش هالكابه بالاتراك الله ياخذهم نهايتهم حزن وبكبكا	0.667
134	مسوين منتو زعلانين الرابع انا زعلان الفيصلي والفنح متناول اليد وبكل بساطه تقوم تتعادل بغباء وتخسر باستهتار شئ يقهر الاتحاد	0.53
135	طيب واللي بيصدقوه يبقوا ايه حاجه تغيظ فعلا	0.625
136	ضغينه اولئك المتعجرفون يتحدثون الهيام وهم مخادعون	0.547
137	يعني شاء الله اسبوع نتائجها اوضح ريم تخليني اقلق كثير تتركين علاجات نفسك ارجوك	0.33299999999999996
138	الصادم حقيقه الامر خلود رجعت مشاكسه وتضايقني مجددا وكاننا نتحدث بهدوء قليل	0.43799999999999994
139	يتم صرف المليارات كره فارغهتركل بالرجل ويثورون غضبا ولايهمهم نام بلادهم جائع ويتفاخرون بقهر النساء الموقع الجغرافي الملعون	0.652
140	تراجع غريب ارتباك غريب انت افضل الشوط فلماذا التراجع والارتباك	0.43799999999999994
141	تقديم شكوي وزاره النقل وتم اغلاق الشكوي تغير الموقع جلاجل سدير المجمعه جوي	0.348
142	اليٰ متيٰ الالم يغلب الفرح	0.424
143	كاسه الشاي بايدك بنص الشارع خزي وعار مكدرتش ابلعها	0.703
144	غرابيب سود ام بي سي هالحثاله يعني ايش بيطلع مثلاا قبحهم الله	0.727
145	احيانا اوصل مرحله القنوط افكر ليش انا هالبشر وش الخلل وش الذنب اللي سويته بس	0.703
146	FCB FCB تره بامكاننا نحقق هالتسع بس عندك اداره تخسي تسوي هالشي 😂😂☺️ اداره جبانه	0.42200000000000004
147	للاسف الشديد اعلامهم فالاعلام العربي بنفس النهج والاسلوب اشمئزاز	0.547
148	انني طيب بما يكفي لاسامحك ولكني لست غبيا بما يكفي لاثق بك مره اخري	0.364
149	minaa حضرتك ابنك فاشل وبشتكي اهو 😠n وانا مالي ماتكلم ابوه 😂😂nايه العيله دي	0.379
150	نشعر بامتعاض وخيبه امل تصرفات مراهقين سياسين حكام السعوديه والامارات والبحرين وغيرهم المقاطعين	0.606
151	وش هالصراخ وجعع رامز الارض	0.359
152	النشوه الكفريه اللي تجيك وتروح تعتقد ببلاش شرح بالكفر صدرا فعليهم غضب الله عقلانيون	0.484
153	شتسوي وقت العصبيه اظل ساكته الين يجي ويسالني وش فيني وانفجر	0.532
154	واضح الكل حانق اللجنه والاختيارات طلعت واضحه وش تقول	0.5760000000000001
155	اه يادولهnمش عارفين نستقبل معايداتnولا عارفين حتي نعيد حدnقهرnوجعnحسرهnذلnمهانه	0.773
156	وصورك المعلقه الجدار تتعرق تنقرض صورك تشبه فراشه نحيله ذبول المطلق وانا انا وحيد القطط تنظر بشفقه	0.392
157	الاستماع الاب اثناء عصبيته وصراخه nمثل قراءه شروط وقوانين مواقع الانترنت nما بتفهم شي بس بتضغط موافق 👍😅😂😂nلانا	0.32799999999999996
158	لاول مره اعيش رهبه خوف حزن واقعي انكسار ينجبر فقدان اعز عندي دموع امي وابوي واخواني يارب الطف بقلب فاقد	0.561
159	هه بالله الخيانه صارت نزوات انت مو خيانه المراه باعتبارها نزوه	0.547
160	اخاف تقتل اولادنا التعاسه وضيق الاحتمالات جرعه امل ويعودا للحياه فلا تقلق	0.375
161	بنقول وقولنا وحانقول وقت الهمبكه خلاص خلص ومافيش ضغط باسلوب تاني خلاص حاياخد قراره ويتحمل مسئولياته خوف صح	0.47100000000000003
162	حقير اكرهه زمان يرجع لتفسير الاحلام ازين	0.688
163	الايام دي وجعاني اوي لسه بضحك وبقول انا جامده اهو ومستهيفه احساس خوف جوايا بس الاكيد اني مش خايفه اللي جاي بس انا مرعوبه	0.516
164	هه والله العظيم هالحساب ارهب شيء بيومي	0.081
165	يعني عشان ابويا يخرج مورينا السواد ولسه مخرجشnربنا يقتل الفرحه قلوب الظلمه وينتقم منهم يارب☝nحسبي الله ونعم الوكيل	0.8909999999999999
166	العيال الشارع بيفرقعو قدام البيت رحت طاع وشاخط شخطه هزت ارجاء الشارع😂عينك متشوف النور الشارع كله طلع يشوف ايه البيحصل عاوز انام	0.359
167	انا اكتر واحده بتخاف الخساره باخاف الفشل بخاف نظره الناس باخاف الفراق كنت جبانه وخوافه حاجه خوف مانعني الحياه	0.439
168	هتفضلوا لحد امتي تقولوا ضبط النفس والثبات الانفعالي والاكليشهات دي اعرفه العين بالعين والسن بالسن كفايه ضبط زفت 😡😡	0.871
169	والله مشكله يعني قطر كلها مترين اربعه ومسوين ازعاج	0.258
170	رسم صوت شي فايده انا وش الفايده مني😂😂☹️💔	0.313
171	سقطتوا ياساقطين تبقي قطر واحه امن وامان رغم الحصار والشتائم اتجهتوا للمسلسلات دليل افلاسكم اتفو	0.8590000000000001
172	امين يارب ولده بشار الاسد الله ينتقم منهم انتقام عاجلا اجلا	0.652
173	اهمال المدارس الثانويه تاخير الملفاتn يعني عيب والله يكفي انو ذي الفتره كلها اختبارات تحصيلي نهائي قدرات💔💔	0.516
174	NoMear الفيديوهات دي ممتعه قوي بتعصبني	0.7120000000000001
175	ايش يدورو هاذولا الطيارين فق بلدنا يردهم الله ينهيهم والي وضميراهم الجحيم انشائ الله مئواهم امين غضبي قلا فييالئدجبي	0.7809999999999999
176	نتخطي الحزن مش لاننا مانشعر لاني مابحب غيري يحس درر💎 يانجوي وهيداا حكيي 👏🏻😍	0.297
177	كنت اقاوم النوم بس عشان لي خلق للكوابيس والحين مو قادره انام متقبله كابوس قلب العصر عادي	0.42200000000000004
178	غريبه عموما تويتاتها condescending حساها محبطه وغضبانه وناقصها حب مش مبرر بس تفسير لاتتيتيودها	0.45299999999999996
179	جاء العيد متوشحا بذاك العلم ليقول جاءكم شهيدا قلا عيد للايتام قسوه	0.515
180	باستطاعتك تداري سوء مزاجي ونبره الهلع صوتي واللست مايرامالمختبئه بخير امكانك فهم تناقضاتي	0.406
181	للاسف ماكنت قضيه مغريه انتقم منك انت حدث تافه مايغوي خبثي حتي	0.406
182	الاتراك تاريخهم اسود ملطخ بدماء المسلمين وغير المسلمين الله ينتقم منهم	0.688
183	اكسر شي بالطريق تبه غضب شديد	0.609
184	حكم العسكر عار وخيانه تيران وصنافير مصريه	0.797
185	اهالي القصب متذمرون stc خذ الهلال الدوري والدعوي مدحدره العالم كله توصل فيكم المواصيل للقصب كثير nالا الولايه	0.406
186	اشوف تشكيله يوفنتوس وبنش الاحتياط ارتاح قليلا بمجرد تذكر تعادلنا اتلنتا واودينيزي انزعج واتضايق اخشاه تهور اللغري	0.45299999999999996
187	تعبان وجهي ودموعي قهرتني موجوع قلبي	0.452
188	مش مسامح شلبي اللي عملته واحه الغروب	0.348
189	غضبوا وملاوا العالم بصراخهم الرقه تذبح بصمت وعندما تذبح علنا وتحرق الفوسفور الابيض هدا بالهم والتزموا الصمت adnan sherif	0.6559999999999999
190	لاول مره اشعر بانني وحيد وبانني املك مصيري بيدي شعور بالفزع انتابني شعرت ملجا سواي سعود السنعوسي ساق البامبو	0.47100000000000003
191	مش عارف ازاي بتستحملو تقفوا وتتصورو وتاكلو وتروحو وتيجو وانتو فيكم شايل للتاني ضغينه وخبث وحوارات وحاجه قرف نضفوها جوا	0.688
192	om hassan ام حسنnقاطعوا المحل الغير محترم ده مدينه نصر اعتدي بنات بالضرب علشان منتقبات ومختمرات النجاسه ازهي صورها	0.875
193	انا ماشفته رمي النضاريnجاء ببالي جرس الانذار الباب وانه بيورطه	0.298
194	الرد الحقيقي حماه عميت ابصار حساد القوم طبلوا لامريكا بقتلها كلاب منتهيه صلاحيتهم وشككوا بمن سحل كلب صوت وصوره حقد السفله	0.6409999999999999
195	مؤلم تدرس وتدرس وقت تدخل الامتحان تنسي شيnفوبيا الامتحانات	0.469
196	عارف متوقع حد حاجه وتطلع العكس ده الوجع	0.455
197	Marzouq لازم ايقافهم حدهم😠نواب امه ماينشد فيهم الظهر	0.621
198	nالسكوت عمره علامه رضا السكوت نفاذ وجع بس انتو اللي مبتحسوش💔nn	0.578
199	جمال وبس انتهي لعد تحطم بنفسك😠	0.531
200	رمضان كريم جوع وعطش وفوران دم ونرفزه الكل وعما يعارك ذباب الوجه وابالاخر يقول رمضان كريم	0.703
201	استياء شديد حقاره برنامج الصدمه الممول السعوديه ويذاع قناه الدعاره MBC قاطعوا قنوات mbc الاعلام ماسبيرو رمضان	0.794
202	حسره كنت اتمني تعيشي معي جو عائلي كنت اسرد لكي المستجدات لتفاصيل يومي وعائلتي	0.452
203	طبقا للبرلمان الجديد nانا بدور اسم لنفسي nمعيش فلوس ادفع الغرامه 🤣🤣اnطول عمري اقول nانا مش انا يادكتور 😠😠	0.452
204	هه الوضع مو طيب معاك يحتاج لك دكتور متخصص تتردد بالتواصل معنا عشان نشوف لك حل	0.17600000000000002
205	حزن يشبه حزن القلب الميت شوق اصدق الشوق للميت اللهم ارحم عبدالله بقدر وجع رحيله اعظم يتحمله بكاء	0.45299999999999996
206	احس بحنقه وغضب وغيظ واعهيعيهيعهيهيعي	0.623
207	بحسد الناس اللي عندها قدره تتعامل كويس شخص وهم واثقين خبيث وحقير لمجرد انهم يريحوا دماغهم ويتقوا شره	0.419
208	انت بتخاف تبص بنات ليه عشان خايف اللي معايا راجل	0.141
209	مر بنوبه غضب كسر الدريشه وبعثر المكان بنفسه	0.469
210	افف افف ايش الجمال خلاص شبعت الصوره😤💕💕	0.281
211	الورد عائلتي الكريمه الجميله وعلي احب انا اغضب غضب الله وكلي غضبي اجله سبحانه	0.25
212	مرحبا نجمتي انا يائس ومكتئب ومنزعج حتي صوتي بح شده حزني خذي بيدي فانا مشارف الوقوع بتلك الحفره مجددا	0.545
213	emx الاسد اصلا بقاله فتره زي الخرا فعلا وكله تعب	0.578
214	كله جيش ايراني مافيه لاعراقي سوري الخونه منهم قبحهم الله	0.8440000000000001
215	والله كفايه	0.406
216	نظره تامل وتفكير لسنين مضت بلمح البصر مليئه بذكريات حزينه وفراق وخيبه امل رسمت ملامحها تجاعيد الزمن	0.42200000000000004
217	للحين متنرفزه اخر سؤال شسوي اختي واللي يقهر تافه وسهل	0.581
218	سنين وعمر طويل هكذا تصبح خائن حقير جاهل وانت تصف معنا ايها الخائن خبث واي دناءه واي نجاسه واي قذاره	0.7659999999999999
219	انا غاضبه ورائحه افواه الصائمين تزيد غضبي قرف	0.809
220	حلول منتصف الليل ازداد قلقنا وخوفنا امي تدعو جهه واختي تدعو جهه انا اشاهد نافذه ليله ينم	0.424
221	جوائز قيمه للي يقسون بالكلام ببشاعه هدو الوضع	0.42200000000000004
222	وصلني الخاص قليل صديق ”اكثر الناس حرصا اثاره الفزع قلوب العصافير الصياد	0.22699999999999998
223	احتاج يضحكني ويدلعني ايش مليت النكد	0.212
224	نهايتها كسرت قلب	0.621
225	اين المسئول ينزل للشارع ليسمع معاناه المجتمع والناس	0.515
226	مجتمعنا عباره مشهور بلا سبب وشاعر بلا شعور ومتدين بلا اخلاق وحبيب بلا زواج وزواج بلا حب وصديق بلا صدق للاسف	0.5
227	ممكن اكسر هجاز التعداد جهاز غبي غبي وبطئ يشعر بالاحباط	0.7120000000000001
228	اهم شعلله خفيف اصلا الشعلله الزايده ذي مو عاجبتني سببت لي توتر اخاف يفوتني شي	0.371
229	ايمتي باقي الناس حتستوعب انو no longer بعبر ابتسامه؛ انما كميه نرفزه اكتر	0.531
230	الناس مبقاش قلبها رحمه انسانيه يعني ايه يخبط البحر يروح مكمل وماشي وسايبه ده انسان بجد ربنا ينتقم	0.8109999999999999
231	ويش حيلتي لاصرت اسولف فراشي احكي لنفسي ونفسي تشتكي قسوه زماني لاسامحك ياذي تعكر لي مزاجي	0.6409999999999999
232	احب الناس وجيههم تعكس انفعالاتهم حزينمبسوط قلق يساعدني اني اعرف اتعامل معاه بانفعاله وما اتمادي بكلام يناسب انفعاله	0.235
233	اهالي القصب متذمرون stcnnبرج الاتصالات مافيه شريحه وحده فور جي اللي تشتغل وعليه ضغط مو طبيعي	0.591
234	انتو حتي عقولكم ممنوعه سماع الراي الاخر وممنوعه قول الحق بدليل مستشاركم مسح تغريدته مب خوف وترهيب للشعب	0.625
235	خوف ارتجاف رغبه بالبكاء حنين فراغ الصدر تفتت القلب رعشه الاضلاع افكار انتحاريهوجوه عابره اصوات راسخه اغاني تزيد الحنين وانفاس تهد الحيل	0.47
236	الحمله تاتي فراغ استياء حقيقي STC نظير سوء الخدمات انقطاع وضعف وسوء التعامل والاستخفاف بالعميل مقاطعه stc لصالحكم	0.688
237	nn اللهم اني صائم مش رح اسب عليكي😤	0.529
238	alfadli com عادي اسخط واعترض انت انسان لك حدود بالصبر مو نبي خارق	0.42200000000000004
